,Title,Link,Price,Image,Year,Brand,Location,Kms Covered,Fuel Type,Type,Region Info
332,2020 Mahindra Scorpio,https://www.cars24.com/buy-used-mahindra-scorpio-2020-cars-noida-41139608765/,976000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/b348883e-1486-11f1-bd51-02ede2007fbe/f6a60b18-85c2-4b66-889a-e0fdaf6aa115/cab7a5eb-18bc-47dc-89cb-4f98b2933d36/1ae65c08-974e-48d1-92e0-9505b15b7942/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2020,Mahindra,"Sector-18, Noida",140132,Diesel,Manual,UP-14
333,2022 Mahindra Scorpio,https://www.cars24.com/buy-used-mahindra-scorpio-2022-cars-new-delhi-10016362742/,1046000.0000000001,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/ffcd3cba-1abf-11f1-bd51-02ede2007fbe/9e06c760-a41f-4319-9749-cda806404d41/2b956153-e276-465d-9eb6-a26c425c174e/4ab1286b-3d2b-40c7-9217-203e3f464152/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2022,Mahindra,"Radisson Blu, Sector 13, Dwarka, New Delhi",66339,Diesel,Manual,DL-9C
334,2023 Mahindra SCORPIO-N,https://www.cars24.com/buy-used-mahindra-scorpio-n-2023-cars-ghaziabad-11219967703/,2014999.9999999998,"https://marketplace-cdn.cars24.com/visio/prod/11219967703/mainimage/FrontRightSide-Transparent/shadowBackground/1772784520308IUQTIM.webp?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Mahindra,Ghukna Ghaziabad Uttar Pradesh,63326,Diesel,Automatic,UP-14
335,2018 Mahindra Scorpio,https://www.cars24.com/buy-used-mahindra-scorpio-2018-cars-faridabad-11011269703/,1022000.0000000001,"https://marketplace-cdn.cars24.com/visio/prod/11011269703/mainimage/FrontRightSide-Transparent/shadowBackground/1772878813344VPXUOA.webp?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2018,Mahindra,Roshan Nagar Faridabad Haryana,66063,Diesel,Manual,HR-51
336,2024 Mahindra SCORPIO-N,https://www.cars24.com/buy-used-mahindra-scorpio-n-2024-cars-faridabad-11085262728/,1181000.0,"https://marketplace-cdn.cars24.com/visio/prod/11085262728/mainimage/FrontRightSide-Transparent/shadowBackground/17725182977923P4Q6N.webp?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2024,Mahindra,New Industrial Township Faridabad Haryana,7198,Petrol,Manual,DL-3C
337,2023 Mahindra SCORPIO-N,https://www.cars24.com/buy-used-mahindra-scorpio-n-2023-cars-new-delhi-10033860728/,1490000.0,"https://marketplace-cdn.cars24.com/production/10033860728/main image/2026-02-21/car_replace_bg_a81a0d4e-ff4f-4c84-8034-d263b6e3a3b3.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Mahindra,Shahdara New Delhi Delhi,88089,Diesel,Manual,DL-8C
338,2018 Mahindra Scorpio,https://www.cars24.com/buy-used-mahindra-scorpio-2018-cars-new-delhi-10027267705/,782000.0,"https://marketplace-cdn.cars24.com/production/10027267705/main image/2026-03-06/car_replace_bg_448ba3e1-fb34-4871-9203-ef6477e2fa18.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2018,Mahindra,Okzjzj ZhhzhznzOk Delhi,94124,Diesel,Manual,HR-89
339,2023 Mahindra SCORPIO-N,https://www.cars24.com/buy-used-mahindra-scorpio-n-2023-cars-panipat-16383769787/,2141000.0,"https://marketplace-cdn.cars24.com/production/16383769787/main image/2026-01-20/car_replace_bg_62fb6eca-86d9-49e3-85f8-639d22f244fb.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Mahindra,Eldeco estate 1 Eldeco estate 1 Simla Molana,113670,Diesel,Automatic,HR-06
340,2023 Mahindra SCORPIO-N,https://www.cars24.com/buy-used-mahindra-scorpio-n-2023-cars-ghaziabad-11254061744/,1405000.0,"https://marketplace-cdn.cars24.com/production/11254061744/main image/2026-03-01/car_replace_bg_57f7815b-830a-481e-a6bf-5487fa90f1e1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Mahindra,Govindpuram Ghaziabad Uttar Pradesh,47746,Petrol,Automatic,HR-26
341,2023 Mahindra SCORPIO-N,https://www.cars24.com/buy-used-mahindra-scorpio-n-2023-cars-noida-10565968721/,1850000.0,"https://marketplace-cdn.cars24.com/production/10565968721/main image/2026-02-12/car_replace_bg_687f679f-1b65-45d1-a9d6-d1f3dbcf5677.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Mahindra,5-15 Land 2 Jaypee Green Noida,46358,Petrol,Automatic,UP-16
342,2023 Mahindra SCORPIO-N,https://www.cars24.com/buy-used-mahindra-scorpio-n-2023-cars-new-delhi-10078969718/,2219000.0,"https://marketplace-cdn.cars24.com/production/10078969718/main image/2025-12-25/car_replace_bg_314cc4e2-cd6b-4938-b434-21bd904988de.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Mahindra,New Delhi South Delhi,8642,Petrol,Automatic,DL-12
343,2017 Mahindra Scorpio,https://www.cars24.com/buy-used-mahindra-scorpio-2017-cars-noida-10547466740/,554000.0,"https://marketplace-cdn.cars24.com/production/10547466740/main image/2026-02-22/car_replace_bg_b9e01422-1175-4e49-858b-b1e27f54f0e5.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2017,Mahindra,Supernova Sector 94 noida Noida,69218,Diesel,Manual,UP-33
344,2023 Mahindra SCORPIO-N,https://www.cars24.com/buy-used-mahindra-scorpio-n-2023-cars-new-delhi-10011061723/,2178000.0,"https://marketplace-cdn.cars24.com/production/10011061723/main image/2026-02-11/car_replace_bg_f0aa709a-5304-4788-8e8e-f89f31ff19f4.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Mahindra,Nehru Place New Delhi Delhi,22303,Diesel,Automatic,DL-9C
345,2021 Mahindra Scorpio,https://www.cars24.com/buy-used-mahindra-scorpio-2021-cars-noida-10568965727/,1100000.0,"https://marketplace-cdn.cars24.com/production/10568965727/main image/2026-02-16/car_replace_bg_e77a4bd0-2b7a-4990-af3c-be8f236ce0d6.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2021,Mahindra,Bhangel Ghaziabad Uttar Pradesh,83713,Diesel,Manual,BR-01
346,2021 Mahindra Scorpio,https://www.cars24.com/buy-used-mahindra-scorpio-2021-cars-noida-10560060733/,985000.0,"https://marketplace-cdn.cars24.com/production/10560060733/main image/2026-02-06/car_replace_bg_177a559e-c5e7-4762-8499-5c318181f5a9.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2021,Mahindra,Lotus Boulevard Sector 100 Lotus Boulevard Sector 100 Noida,91263,Diesel,Manual,HR-49
347,2023 Mahindra SCORPIO-N,https://www.cars24.com/buy-used-mahindra-scorpio-n-2023-cars-new-delhi-10049862789/,1622000.0,"https://marketplace-cdn.cars24.com/production/10049862789/main image/2026-03-05/car_replace_bg_c2a92fe3-9967-46a6-ba76-0aa82457a9bf.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Mahindra,Block B Rajouri Garden Delhi,9920,Diesel,Manual,DL-10
348,2025 Mahindra SCORPIO-N,https://www.cars24.com/buy-used-mahindra-scorpio-n-2025-cars-new-delhi-10097864701/,2048000.0,"https://marketplace-cdn.cars24.com/production/10097864701/main image/2026-03-07/car_replace_bg_a10c5ce0-c1f6-467e-ae5c-7c57a0b7a618.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2025,Mahindra,Haibatpur Extension Nanu Ram Park New Delhi,14150,Petrol,Automatic,DL-4C
349,2023 Mahindra SCORPIO-N,https://www.cars24.com/buy-used-mahindra-scorpio-n-2023-cars-new-delhi-10033861745/,1587000.0,"https://marketplace-cdn.cars24.com/production/10033861745/main image/2026-02-27/car_replace_bg_bde74421-1e9c-4ce1-aa60-65fa5b803293.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Mahindra,1 H.no 84 Village nithari,16002,Diesel,Manual,HR-26
350,2021 Mahindra Scorpio,https://www.cars24.com/buy-used-mahindra-scorpio-2021-cars-new-delhi-10500965785/,1350000.0,"https://marketplace-cdn.cars24.com/production/10500965785/main image/2026-02-18/car_replace_bg_95dfcfc2-94d5-40e8-99f0-53ad5eb50dd3.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2021,Mahindra,Shahdara New Delhi,93455,Diesel,Manual,DL-3C
351,2021 Mahindra XUV700,https://www.cars24.com/buy-used-mahindra-xuv700-2021-cars-new-delhi-10538561780/,1032000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/96159efe-f902-11f0-bd51-02ede2007fbe/m/e90c598d-6317-48b7-9ee0-61e082629a36/3d0666b3-e184-4385-bbeb-446d262c6752/f24b7b86-68c8-4fba-834d-735198814fd7/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2021,Mahindra,Rajouri Garden,15831,Petrol,Manual,DL-7C
352,2024 Mahindra XUV700,https://www.cars24.com/buy-used-mahindra-xuv700-2024-cars-new-delhi-10032664786/,2300000.0,"https://media.cars24.com/hello-ar/dev/uploads/no_bg/58ece02c-f75a-11f0-bd51-02ede2007fbe/6971bd6dabfc97ce71af505a/7a7283de-ade0-43c2-8656-06414bf4ec1b/slot/car-replace-bg-da756475-caf9-4055-ac33-54cce2887d42.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2024,Mahindra,"CARS24 ELITE Hub, Model Town, New Delhi",20913,Diesel,Automatic,DL-2C
353,2023 Mahindra XUV700,https://www.cars24.com/buy-used-mahindra-xuv700-2023-cars-ghaziabad-10527060785/,1149000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/1ba0fc02-fa85-11f0-bd51-02ede2007fbe/529425d5-459d-451b-94f1-fcba24570214/4f8b701e-1c74-42f3-8b72-66a6f7e9a1db/702c4754-3b32-4f3b-8c3e-c9555e7a7f09/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Mahindra,"GNB Mall, Raj Nagar Extension, Ghaziabad",23750,Petrol,Manual,UP-16
354,2023 Mahindra XUV700,https://www.cars24.com/buy-used-mahindra-xuv700-2023-cars-new-delhi-10016369755/,1274000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/9bec6a84-00db-11f1-bd51-02ede2007fbe/7f0b5ce2-85bb-402f-a132-260af22ef26c/7f80f804-9553-4524-bc1f-edbd3bebd248/31d017d5-a60a-4025-ab98-d92868c0e2ae/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Mahindra,Rajouri Garden,25176,Petrol,Manual,DL-5C
355,2023 Mahindra XUV700,https://www.cars24.com/buy-used-mahindra-xuv700-2023-cars-gurgaon-10125701765/,1328000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/d1734d4c-c9ce-11f0-bd4e-02ede2007fbe/47223f5c-bb74-420e-b0f3-78dd64b5507e/53322a9e-33bf-4b0a-ad1a-bf524f527e24/89bf4929-8b18-498b-96bd-e32cd7306009/slot/camera-SRP.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Mahindra,"M3M Urbana, Golf Course Ext., Gurugram",52319,Diesel,Manual,HR-26
356,2024 Mahindra XUV700,https://www.cars24.com/buy-used-mahindra-xuv700-2024-cars-new-delhi-10056167785/,1825000.0,"https://media.cars24.com/hello-ar/dev/uploads/no_bg/2927334a-f90a-11f0-bd51-02ede2007fbe/697494f4993ea905179fe998/f81ed32c-7f8e-4749-a1cb-cbaea5c6c3d0/slot/10056167785-78a37763104c4bdc89bdc1a162258253-Exterior-7.png.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2024,Mahindra,"CARS24 ELITE Hub, Model Town, New Delhi",12231,Petrol,Automatic,CH-01
357,2022 Mahindra XUV700,https://www.cars24.com/buy-used-mahindra-xuv700-2022-cars-faridabad-10084865736/,1613000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/4b5f2c3c-0bee-11f1-bd51-02ede2007fbe/m/b8a29fce-97dd-486f-b875-857ba3a681b9/9a59214e-28a0-4788-abd9-63c740a64930/cd02feb5-d01b-46fa-a381-34aa9ab1d388/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2022,Mahindra,"Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3",13673,Petrol,Automatic,HR-29
358,2023 Mahindra XUV700,https://www.cars24.com/buy-used-mahindra-xuv700-2023-cars-new-delhi-10083864731/,1582000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/9758c766-0bfc-11f1-bd51-02ede2007fbe/47e8e429-464b-40e3-a8bb-431258223849/6180a45b-713b-40ce-b855-9c664d07150e/c5d0ca98-b7f2-4b04-9c90-50734d89ee26/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Mahindra,"Metro Walk, Rohini, New Delhi",24144,Petrol,Manual,DL-3C
359,2022 Mahindra XUV700,https://www.cars24.com/buy-used-mahindra-xuv700-2022-cars-new-delhi-10079660720/,1049000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/0cae56e8-08a6-11f1-bd51-02ede2007fbe/b89a9ecc-23d9-4297-bd4c-951eb088a21f/148b5821-5792-40be-a511-339580f16075/a19eab02-018a-4995-93b4-1f342230a999/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2022,Mahindra,Rajouri Garden,20736,Petrol,Manual,DL-8C
360,2022 Mahindra XUV700,https://www.cars24.com/buy-used-mahindra-xuv700-2022-cars-new-delhi-10078661728/,846000.0000000001,"https://marketplace-cdn.cars24.com/production/10078661728/main image/2026-02-23/car_replace_bg_2bee5c74-8eca-452a-a347-6ebbbb79b356.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2022,Mahindra,Block P New Delhi Delhi,92642,Petrol,Manual,DL-1C
361,2023 Mahindra XUV700,https://www.cars24.com/buy-used-mahindra-xuv700-2023-cars-new-delhi-10000761749/,1203000.0,"https://marketplace-cdn.cars24.com/production/10000761749/main image/2026-03-06/car_replace_bg_a4358f43-5305-4a75-a2c3-5425baa9eeaf.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Mahindra,Ashok Vihar III Ashok Vihar Delhi,19457,Petrol,Manual,DL-6C
362,2023 Mahindra XUV700,https://www.cars24.com/buy-used-mahindra-xuv700-2023-cars-new-delhi-10004361748/,1208000.0,"https://marketplace-cdn.cars24.com/production/10004361748/main image/2026-03-06/car_replace_bg_1bd485db-bd3d-41f8-bf7b-a435cd1b4466.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Mahindra,M tower M tower New Delhi,47117,Diesel,Manual,HR-10
363,2022 Mahindra XUV700,https://www.cars24.com/buy-used-mahindra-xuv700-2022-cars-faridabad-11016063780/,1010000.0,"https://marketplace-cdn.cars24.com/production/11016063780/main image/2026-02-19/car_replace_bg_e7698e1a-d2b8-4220-96ec-e5971fd3a001.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2022,Mahindra,Sector 24 Faridabad Haryana,31123,Petrol,Manual,UP-14
364,2023 Mahindra XUV700,https://www.cars24.com/buy-used-mahindra-xuv700-2023-cars-noida-10506668756/,1968000.0,"https://marketplace-cdn.cars24.com/production/10506668756/main image/2026-01-20/car_replace_bg_145e295f-4930-4c3e-8eea-57cb07de7326.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Mahindra,Sector 150 Noida Uttar Pradesh,85037,Diesel,Automatic,UP-16
365,2023 Mahindra XUV700,https://www.cars24.com/buy-used-mahindra-xuv700-2023-cars-new-delhi-10038469759/,1967000.0000000002,"https://marketplace-cdn.cars24.com/production/10038469759/main image/2026-01-13/car_replace_bg_f1050784-0c00-4cf3-b122-08b7568f16d0.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Mahindra,Shakurpur New Delhi Delhi,21009,Petrol,Automatic,DL-8C
366,2023 Mahindra XUV700,https://www.cars24.com/buy-used-mahindra-xuv700-2023-cars-new-delhi-10045360779/,1900000.0,"https://marketplace-cdn.cars24.com/production/10045360779/main image/2025-12-21/car_replace_bg_44c68fc0-f307-4d52-8c5f-0336e63f5c4b.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Mahindra,Block S West Punjabi Bagh Punjabi Bagh,11538,Petrol,Automatic,DL-8C
367,2023 Mahindra XUV700,https://www.cars24.com/buy-used-mahindra-xuv700-2023-cars-new-delhi-10017663759/,1769000.0000000002,"https://marketplace-cdn.cars24.com/production/10017663759/main image/2026-01-04/car_replace_bg_d7149e06-0904-4e89-82ce-a64a8e8a161c.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Mahindra,Delhi India Sunrise hotel,20038,Petrol,Manual,DL-8C
368,2023 Mahindra XUV700,https://www.cars24.com/buy-used-mahindra-xuv700-2023-cars-faridabad-11026460750/,1945000.0,"https://marketplace-cdn.cars24.com/production/11026460750/main image/2026-01-13/car_replace_bg_3f27350b-e414-4ade-9850-444aabfb17b2.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Mahindra,Near Moti Mahal Hotel Sector 16 Faridabad,17982,Petrol,Automatic,HR-51
369,2023 Mahindra XUV700,https://www.cars24.com/buy-used-mahindra-xuv700-2023-cars-noida-10505769723/,1644000.0000000002,"https://marketplace-cdn.cars24.com/production/10505769723/main image/2026-02-16/car_replace_bg_66201b8c-5301-4770-a8d5-a982f763dcfe.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Mahindra,Gulistanpur Tilpata Karanwas,17368,Petrol,Manual,UP-16
370,2022 Mahindra XUV700,https://www.cars24.com/buy-used-mahindra-xuv700-2022-cars-noida-10507869782/,1400000.0,"https://marketplace-cdn.cars24.com/production/10507869782/main image/2026-01-13/car_replace_bg_0921cc50-bf36-4a29-b318-c1a884d4f342.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2022,Mahindra,Near pan oasis Near pan oasis Noida,32193,Diesel,Manual,UP-14
371,2022 Mahindra Thar,https://www.cars24.com/buy-used-mahindra-thar-2022-cars-new-delhi-10077661744/,1275000.0,"https://media.cars24.com/hello-ar/dev/uploads/no_bg/313e23f4-0e45-11f1-bd51-02ede2007fbe/6998321940579367014e9da1/7555d50c-9f43-4266-b276-21277159597e/slot/1-7-Exterior-10077661744-aa501be543d1429191a7d9648898a134-Exterior-7.png.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2022,Mahindra,"CARS24 ELITE Hub, Model Town, New Delhi",41707,Diesel,Manual,HR-51
372,2022 Mahindra Thar,https://www.cars24.com/buy-used-mahindra-thar-2022-cars-noida-10509868740/,965000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/213eafb6-12d5-11f1-bd51-02ede2007fbe/afd755dd-50e4-4b67-8ea7-b91b948bd18b/67fa6d01-255d-4646-a458-dea4a967c19b/1576b519-e3a3-4eea-bad7-9c62286d546a/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2022,Mahindra,"Gaur City mall, Multilevel parking, Greater Noida",43511,Petrol,Manual,UP-13
373,2023 Mahindra Thar,https://www.cars24.com/buy-used-mahindra-thar-2023-cars-new-delhi-10053065732/,1049000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/5d83215a-0fba-11f1-bd51-02ede2007fbe/fa949b3d-9141-4d12-913d-753c016cfd29/31a36727-d0a3-466d-ae19-80a11f64f76c/ecd2eb98-dc8e-46b4-b353-e80a6f44b9d8/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Mahindra,Rajouri Garden,60198,Petrol,Manual,DL-8C
374,2021 Mahindra Thar,https://www.cars24.com/buy-used-mahindra-thar-2021-cars-gurgaon-11026166732/,911000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/71514e6e-10af-11f1-bd51-02ede2007fbe/8cfc09b3-018f-45b3-91e2-d7ec464a9220/e9da43ac-533c-43f4-845d-2fd87c2632a7/04ca7694-a943-4503-bf28-9c254d67a46d/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2021,Mahindra,"M3M Urbana, Golf Course Ext., Gurugram",54240,Petrol,Automatic,HR-51
375,2022 Mahindra Thar,https://www.cars24.com/buy-used-mahindra-thar-2022-cars-new-delhi-10026462743/,1260000.0,"https://marketplace-cdn.cars24.com/production/10026462743/main image/2026-03-06/car_replace_bg_ceac56b9-4cf7-4289-baeb-300e2960992f.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2022,Mahindra,Sector 18 Rohini Delhi,22164,Diesel,Automatic,DL-8C
376,2022 Mahindra Thar,https://www.cars24.com/buy-used-mahindra-thar-2022-cars-noida-10569660770/,1221000.0,"https://marketplace-cdn.cars24.com/visio/prod/10569660770/mainimage/FrontRightSide-Transparent/shadowBackground/17728018795249H9ZNO.webp?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2022,Mahindra,Amrapali Leisure Valley Greater Noida Uttar Pradesh,51835,Diesel,Manual,UP-14
377,2021 Mahindra Thar,https://www.cars24.com/buy-used-mahindra-thar-2021-cars-faridabad-11057768706/,1166000.0,"https://marketplace-cdn.cars24.com/visio/prod/11057768706/mainimage/FrontRightSide-Transparent/shadowBackground/1772786684309MT3JA6.webp?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2021,Mahindra,Sector 63 Faridabad Haryana,26095,Diesel,Manual,DL-3C
378,2023 Mahindra Thar,https://www.cars24.com/buy-used-mahindra-thar-2023-cars-noida-10579668731/,1095000.0,"https://marketplace-cdn.cars24.com/production/10579668731/main image/2026-01-24/car_replace_bg_3e16ae15-496f-4a37-84a2-4cfe037533e0.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Mahindra,Sector 143 Noida Uttar Pradesh,31288,Petrol,Automatic,DL-7C
379,2022 Mahindra Thar,https://www.cars24.com/buy-used-mahindra-thar-2022-cars-noida-10593165754/,1318000.0,"https://marketplace-cdn.cars24.com/production/10593165754/main image/2026-01-11/car_replace_bg_142e0452-5373-4456-bda6-923f3766f91e.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2022,Mahindra,Meerut Division Cleo county Noida,57675,Petrol,Automatic,DL-12
380,2023 Mahindra Thar,https://www.cars24.com/buy-used-mahindra-thar-2023-cars-noida-10500869784/,1290000.0,"https://marketplace-cdn.cars24.com/production/10500869784/main image/2026-01-27/car_replace_bg_5eb4235f-fb82-43cb-8819-b78261bae644.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Mahindra,Near ompal general store Near ompal general store Ghaziabad,22381,Diesel,Manual,UP-16
381,2021 Mahindra Thar,https://www.cars24.com/buy-used-mahindra-thar-2021-cars-new-delhi-10016069782/,1050000.0,"https://marketplace-cdn.cars24.com/production/10016069782/main image/2026-01-24/car_replace_bg_6277430f-1d5a-4485-b209-d6ca5986c8d0.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2021,Mahindra,Tilak Nagar New Delhi Delhi,26887,Diesel,Automatic,DL-8C
382,2021 Mahindra Thar,https://www.cars24.com/buy-used-mahindra-thar-2021-cars-noida-10591564722/,950000.0,"https://marketplace-cdn.cars24.com/production/10591564722/main image/2026-02-15/car_replace_bg_43970733-212d-446c-a5a3-6702380e10bb.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2021,Mahindra,Vrinda City Phi 4 Greater Noida,39403,Petrol,Automatic,UP-16
383,2023 Mahindra Thar,https://www.cars24.com/buy-used-mahindra-thar-2023-cars-new-delhi-10038262752/,1572000.0,"https://marketplace-cdn.cars24.com/production/10038262752/main image/2026-01-11/car_replace_bg_4b1b1b84-eb49-40da-be07-e45739d18d9d.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Mahindra,Biscuit factory Chowk Near biscuit factory New Delhi,19055,Diesel,Manual,DL-6C
384,2017 Mahindra Thar,https://www.cars24.com/buy-used-mahindra-thar-2017-cars-ghaziabad-11235161733/,518000.0,"https://marketplace-cdn.cars24.com/production/11235161733/main image/2026-01-30/car_replace_bg_f1f71989-ed9c-4fb6-ad9d-a6f41fbeef68.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2017,Mahindra,Ajnara genx crossings republik Ghaziabad,81071,Diesel,Manual,UP-14
385,2021 Mahindra Thar,https://www.cars24.com/buy-used-mahindra-thar-2021-cars-new-delhi-10022268730/,1090000.0,"https://marketplace-cdn.cars24.com/production/10022268730/main image/2026-02-02/car_replace_bg_8c95c162-aa39-4e05-9f91-7461def2691b.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2021,Mahindra,North West Delhi Delhi North West Delhi,18527,Petrol,Manual,DL-8C
386,2021 Mahindra Thar,https://www.cars24.com/buy-used-mahindra-thar-2021-cars-ghaziabad-11267360785/,950000.0,"https://marketplace-cdn.cars24.com/production/11267360785/main image/2026-01-14/car_replace_bg_cc5944a1-05f0-4d32-9583-aafad24d7367.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2021,Mahindra,Chandpur Chandpur,49500,Petrol,Automatic,DL-6C
387,2024 Mahindra Thar,https://www.cars24.com/buy-used-mahindra-thar-2024-cars-faridabad-11031269772/,1180000.0,"https://marketplace-cdn.cars24.com/production/11031269772/main image/2026-02-07/car_replace_bg_615f2eb3-61bc-4847-b24d-5501c14dfcfe.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2024,Mahindra,Haryana India Near sector 28 metro station,21122,Petrol,Automatic,HR-29
388,2021 Mahindra Thar,https://www.cars24.com/buy-used-mahindra-thar-2021-cars-new-delhi-10063761745/,1303000.0,"https://marketplace-cdn.cars24.com/production/10063761745/main image/2026-03-02/car_replace_bg_520da7a9-1664-4bfd-8264-ae379c9b663e.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2021,Mahindra,West Patel Nagar Patel Nagar Delhi,48538,Diesel,Automatic,DL-10
389,2023 Mahindra Thar,https://www.cars24.com/buy-used-mahindra-thar-2023-cars-new-delhi-10034264718/,1250000.0,"https://marketplace-cdn.cars24.com/production/10034264718/main image/2025-12-28/car_replace_bg_fb80ef31-2453-4668-a9fd-20dfe61c082c.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Mahindra,Mayapuri New Delhi,54438,Petrol,Manual,DL-10
390,2021 Mahindra Thar,https://www.cars24.com/buy-used-mahindra-thar-2021-cars-new-delhi-10069268720/,1150000.0,"https://marketplace-cdn.cars24.com/production/10069268720/main image/2026-02-21/car_replace_bg_ee22cf56-010d-4777-8c11-11b31daae650.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2021,Mahindra,Klp gate Klp gate New Delhi,49252,Petrol,Automatic,HP-68
