,Title,Link,Price,Image,Year,Brand,Location,Kms Covered,Fuel Type,Type,Region Info
141,2018 Hyundai NEW SANTRO,https://www.cars24.com/buy-used-hyundai-new-santro-2018-cars-new-delhi-10068363718/,250000.0,"https://marketplace-cdn.cars24.com/production/10068363718/main image/2025-12-25/car_replace_bg_04717d19-6d60-4d2d-bb37-4276dc9943d7.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2018,Hyundai,Swami Dayanand Enclave Burari Delhi,21650,Petrol,Manual,BR-01
142,2013 Hyundai Santro Xing,https://www.cars24.com/buy-used-hyundai-santro-xing-2013-cars-faridabad-11020163745/,88000.0,"https://marketplace-cdn.cars24.com/visio/prod/11020163745/mainimage/FrontRightSide-Transparent/shadowBackground/1772635149589DASSDH.webp?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2013,Hyundai,Haryana India Faridabad,83159,CNG,Manual,HR-29
143,2013 Hyundai Santro Xing,https://www.cars24.com/buy-used-hyundai-santro-xing-2013-cars-new-delhi-10004963781/,89000.0,"https://marketplace-cdn.cars24.com/production/10004963781/main image/2026-01-25/car_replace_bg_cf2f48d2-7cd6-4c01-b405-e8be649ffc57.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2013,Hyundai,Bawana Road Puth Khurd Delhi,101404,CNG,Manual,DL-4C
144,2012 Hyundai Santro Xing,https://www.cars24.com/buy-used-hyundai-santro-xing-2012-cars-new-delhi-10015969743/,79000.0,"https://marketplace-cdn.cars24.com/production/10015969743/main image/2026-03-03/car_replace_bg_e629da01-0841-4d5a-9e42-15a65e55d2eb.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2012,Hyundai,Narela Mandi Narela Delhi,83989,CNG,Manual,DL-1C
145,2019 Hyundai NEW SANTRO,https://www.cars24.com/buy-used-hyundai-new-santro-2019-cars-faridabad-11070567739/,320000.0,"https://marketplace-cdn.cars24.com/production/11070567739/main image/2026-02-05/car_replace_bg_b8192685-3ce6-4d78-8bab-a76a773c3cc4.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2019,Hyundai,Near Hanuman mandir Sector-8 Faridabad,95691,Petrol,Manual,HR-29
146,2013 Hyundai Santro Xing,https://www.cars24.com/buy-used-hyundai-santro-xing-2013-cars-ghaziabad-11214569750/,115999.99999999999,"https://marketplace-cdn.cars24.com/production/11214569750/main image/2026-01-15/car_replace_bg_c88d91ae-677a-4ca2-b11c-34b9f28a6be2.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2013,Hyundai,Raj Nagar Ghaziabad,67818,Petrol,Manual,DL-2C
147,2012 Hyundai Santro Xing,https://www.cars24.com/buy-used-hyundai-santro-xing-2012-cars-faridabad-11074869733/,133000.0,"https://marketplace-cdn.cars24.com/production/11074869733/main image/2026-02-04/car_replace_bg_a7d49192-e0fb-4465-b966-eeff35b4b860.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2012,Hyundai,HUDA market near Dr pathlab Sector 16 Faridabad,97798,Petrol,Manual,UK-07
148,2012 Hyundai Santro Xing,https://www.cars24.com/buy-used-hyundai-santro-xing-2012-cars-noida-10553365780/,84000.0,"https://marketplace-cdn.cars24.com/production/10553365780/main image/2026-01-21/car_replace_bg_9fcbc228-f9c5-41cf-a665-595e6691fa55.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2012,Hyundai,Phi II Greater Noida,92511,CNG,Manual,UP-14
149,2012 Hyundai Santro Xing,https://www.cars24.com/buy-used-hyundai-santro-xing-2012-cars-new-delhi-10055069716/,87000.0,"https://marketplace-cdn.cars24.com/production/10055069716/main image/2026-01-06/car_replace_bg_50de0b16-0d9d-4456-b3df-8f4f69765ad2.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2012,Hyundai,Krishna Nagar New Delhi,94382,CNG,Manual,HR-29
150,2023 Hyundai AURA,https://www.cars24.com/buy-used-hyundai-aura-2023-cars-new-delhi-10509742766/,630000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/bedfdb00-f2a0-11f0-bd51-02ede2007fbe/m/b2e5defc-5bc6-4ef0-9ad6-ce1d8441c857/1cb0d0e4-e45c-4eee-845c-73fdbd1f49d4/a4e9cc30-8d74-4eff-a04d-7d9bfb41a595/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Hyundai,"Radisson Blu, Sector 13, Dwarka, New Delhi",14152,CNG,Manual,DL-7C
151,2021 Hyundai AURA,https://www.cars24.com/buy-used-hyundai-aura-2021-cars-noida-13886460731/,432000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/5e131dde-16ca-11f1-bd51-02ede2007fbe/e7707ce2-5fb8-4cd9-b543-42494537aeaa/9cc749a5-795b-4e8e-8844-3ad49108a2da/1dc5afab-6ff9-4657-aa62-03ca357cf3a7/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2021,Hyundai,"Gaur City mall, Multilevel parking, Greater Noida",33902,Petrol,Manual,UP-13
152,2021 Hyundai AURA,https://www.cars24.com/buy-used-hyundai-aura-2021-cars-noida-10103463737/,416000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/eae99f12-16c5-11f1-bd51-02ede2007fbe/m/20d9bf29-98cb-4c5f-b16c-b3e9e9ec5574/6fcaaafd-ae77-46a5-9eb9-bc0017557c68/8a9e73b0-d7ff-4136-8e35-a96fc9277a01/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2021,Hyundai,"Gaur City mall, Multilevel parking, Greater Noida",108024,CNG,Manual,UP-32
153,2021 Hyundai AURA,https://www.cars24.com/buy-used-hyundai-aura-2021-cars-new-delhi-10076167729/,425000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/612dbcb4-1089-11f1-bd51-02ede2007fbe/97fd08b3-566d-47f2-b4ef-6cc731326870/83786897-6278-41b8-af66-fb69792062cc/8b499f13-527f-436c-b8fd-4ea18ff56f0b/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2021,Hyundai,"Metro Walk, Rohini, New Delhi",123282,CNG,Manual,DL-12
154,2022 Hyundai AURA,https://www.cars24.com/buy-used-hyundai-aura-2022-cars-new-delhi-10083366787/,515000.00000000006,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/1ca91472-10a6-11f1-bd51-02ede2007fbe/92f1d9f7-dc13-496c-b762-afbb8c109b9d/65c47b3a-1f49-42f1-95a1-2aeac07936b4/87642906-c0b9-4939-85d6-7d54efe2f313/slot/camera-SRP.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2022,Hyundai,"Metro Walk, Rohini, New Delhi",90192,CNG,Manual,DL-12
155,2022 Hyundai AURA,https://www.cars24.com/buy-used-hyundai-aura-2022-cars-new-delhi-10096768749/,580000.0,"https://marketplace-cdn.cars24.com/production/10096768749/main image/2026-03-06/car_replace_bg_855b4b53-4039-4387-8a1b-a53cc1321a35.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2022,Hyundai,Rohini Delhi India,22361,CNG,Manual,DL-4C
156,2020 Hyundai AURA,https://www.cars24.com/buy-used-hyundai-aura-2020-cars-new-delhi-10050165724/,397000.0,"https://marketplace-cdn.cars24.com/production/10050165724/main image/2026-02-20/car_replace_bg_002a9fcd-983d-4859-b1ae-8a2e1edc6632.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2020,Hyundai,Hari Nagar New Delhi Delhi,26217,Diesel,Manual,HR-21
157,2023 Hyundai AURA,https://www.cars24.com/buy-used-hyundai-aura-2023-cars-ghaziabad-11284461787/,625000.0,"https://marketplace-cdn.cars24.com/production/11284461787/main image/2026-02-06/car_replace_bg_e1ff7e02-b720-49d1-bfb7-3baf40f5e776.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Hyundai,Indirapuram Ghaziabad Uttar Pradesh,22234,CNG,Manual,UP-14
158,2021 Hyundai AURA,https://www.cars24.com/buy-used-hyundai-aura-2021-cars-noida-10591064724/,530000.0,"https://marketplace-cdn.cars24.com/production/10591064724/main image/2026-02-28/car_replace_bg_f956fa9c-2e8d-466d-85ff-ccbd6cb9d698.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2021,Hyundai,L-141 Gulshan Botnia Noida sector 144 Gautam Buddha Nagar,61462,CNG,Manual,UP-16
159,2023 Hyundai AURA,https://www.cars24.com/buy-used-hyundai-aura-2023-cars-new-delhi-10012461786/,658000.0,"https://marketplace-cdn.cars24.com/production/10012461786/main image/2026-01-21/car_replace_bg_f65d3969-9f76-4b2d-8d71-d69954a692d2.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Hyundai,Paschim Vihar New Delhi Delhi,2229,CNG,Manual,DL-4C
160,2021 Hyundai AURA,https://www.cars24.com/buy-used-hyundai-aura-2021-cars-new-delhi-10073369742/,507000.0,"https://marketplace-cdn.cars24.com/production/10073369742/main image/2026-03-01/car_replace_bg_fb368237-d1e2-427b-bd5a-2b8d1a5db53c.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2021,Hyundai,Near Hindustan dairy Budh Vihar phase 1 Delhi,55237,CNG,Manual,HR-51
161,2020 Hyundai AURA,https://www.cars24.com/buy-used-hyundai-aura-2020-cars-panipat-16388462729/,469000.00000000006,"https://marketplace-cdn.cars24.com/production/16388462729/main image/2026-02-15/car_replace_bg_13d01b48-2c5d-4386-b24c-7d32a1a866b8.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2020,Hyundai,Parsvnath Paliwal City Panipat Haryana,107108,CNG,Manual,HR-06
162,2023 Hyundai AURA,https://www.cars24.com/buy-used-hyundai-aura-2023-cars-new-delhi-10080167789/,586000.0,"https://marketplace-cdn.cars24.com/production/10080167789/main image/2026-01-29/car_replace_bg_ceb5fb95-e9c8-486a-a6b2-849bb2bd1941.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Hyundai,Near metro hospital Near metro hospital Ghaziabad,54736,CNG,Manual,DL-5C
163,2022 Hyundai AURA,https://www.cars24.com/buy-used-hyundai-aura-2022-cars-faridabad-11021564750/,600000.0,"https://marketplace-cdn.cars24.com/production/11021564750/main image/2026-01-04/car_replace_bg_83c9be9d-d7b9-440f-ac09-781c700a11fa.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2022,Hyundai,Badkhal lake Badkhal Faridabad,37679,CNG,Manual,HR-87
164,2022 Hyundai AURA,https://www.cars24.com/buy-used-hyundai-aura-2022-cars-new-delhi-10048061750/,569000.0,"https://marketplace-cdn.cars24.com/production/10048061750/main image/2026-01-09/car_replace_bg_c6501fda-cfab-4f4c-8bd4-44724be43ab1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2022,Hyundai,Delhi India B block dispanryi,54417,CNG,Manual,DL-4C
165,2023 Hyundai AURA,https://www.cars24.com/buy-used-hyundai-aura-2023-cars-faridabad-11062062784/,626000.0,"https://marketplace-cdn.cars24.com/production/11062062784/main image/2026-01-21/car_replace_bg_57682100-5eea-48b8-bf75-12296e773f19.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Hyundai,Sector 76 Faridabad,47504,CNG,Manual,HR-51
166,2020 Hyundai AURA,https://www.cars24.com/buy-used-hyundai-aura-2020-cars-noida-10538960724/,441000.0,"https://marketplace-cdn.cars24.com/production/10538960724/main image/2026-02-14/car_replace_bg_35762a80-d058-4aca-acaf-e28832aef73b.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2020,Hyundai,Sector 62 Noida,64377,Petrol,Manual,DL-12
167,2021 Hyundai AURA,https://www.cars24.com/buy-used-hyundai-aura-2021-cars-ghaziabad-11280860742/,540000.0,"https://marketplace-cdn.cars24.com/visio/prod/11280860742/mainimage/FrontRightSide-Transparent/shadowBackground/1772712778897NYHN9K.webp?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2021,Hyundai,Meerut Division Green view heights Ghaziabad,74667,CNG,Manual,UP-14
168,2021 Hyundai AURA,https://www.cars24.com/buy-used-hyundai-aura-2021-cars-sonipat-11507161758/,517000.0,"https://marketplace-cdn.cars24.com/production/11507161758/main image/2026-01-17/car_replace_bg_90178134-27d3-461e-bf87-9a413f15629d.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2021,Hyundai,Sector 19 Sonipat,125910,CNG,Manual,DL-11
169,2021 Hyundai AURA,https://www.cars24.com/buy-used-hyundai-aura-2021-cars-faridabad-11087668736/,610000.0,"https://marketplace-cdn.cars24.com/production/11087668736/main image/2026-01-27/car_replace_bg_630dbcaa-28af-4b7b-b223-f5b52eb97e62.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2021,Hyundai,Home Home Faridabad,112006,CNG,Manual,UK-07
170,2018 Maruti Dzire,https://www.cars24.com/buy-used-maruti-dzire-2018-cars-noida-10504361732/,364000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/9f237a02-065e-11f1-bd51-02ede2007fbe/m/0464dc84-fd93-4913-8e66-754a9cc821b8/748964dc-326f-4f18-8a4a-45dac521ee74/4f506e76-36e3-48ff-a691-3df703e81076/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2018,Maruti,"Sector-18, Noida",91119,Petrol,Manual,DL-6C
171,2024 Maruti Dzire,https://www.cars24.com/buy-used-maruti-dzire-2024-cars-gurgaon-16399161781/,535000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/12fa9514-fceb-11f0-bd51-02ede2007fbe/3c6a5326-d7e2-4ea4-b0e3-9bb20a935b1a/d20c8990-b374-42d4-8911-2f51e08e5a72/14bf7ed4-d8aa-4b10-ac52-2a8db71880b4/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2024,Maruti,"M3M Urbana, Golf Course Ext., Gurugram",22503,Petrol,Manual,HR-33
172,2018 Maruti Dzire,https://www.cars24.com/buy-used-maruti-dzire-2018-cars-gurgaon-11068963726/,412000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/af60bb28-10b8-11f1-bd51-02ede2007fbe/m/20c217b3-a6c4-47e4-9f73-1ae5c9cd6733/c717d195-bb74-4930-85b9-0023ff585e54/dfe895b6-ed01-471d-af85-4d16ccf8f71d/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2018,Maruti,"M3M Urbana, Golf Course Ext., Gurugram",63854,Petrol,Automatic,HR-51
173,2019 Maruti Dzire,https://www.cars24.com/buy-used-maruti-dzire-2019-cars-faridabad-13313066722/,447000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/ca658d74-13b3-11f1-bd51-02ede2007fbe/9cb5d4da-4974-4bda-86a0-d240f0b028cf/898ebc51-903b-495e-a78c-5854c471050a/0958e732-9bbd-48a1-9d0e-1c50aac25860/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2019,Maruti,"Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3",95980,CNG,Automatic,HR-20
174,2019 Maruti Dzire,https://www.cars24.com/buy-used-maruti-dzire-2019-cars-ghaziabad-10010968780/,392000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/cd8cbe7c-059f-11f1-bd51-02ede2007fbe/b409c511-eac1-49f1-936a-f81fe7dc047e/7682689a-691e-4e69-bda0-a8b0090472be/51966ac1-81f1-4505-a1ee-7cd6b6f3ea5f/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2019,Maruti,"GNB Mall, Raj Nagar Extension, Ghaziabad",51963,Petrol,Manual,DL-8C
175,2021 Hyundai Tucson,https://www.cars24.com/buy-used-hyundai-tucson-2021-cars-gurgaon-10118362738/,1175000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/ad463fe8-0fb4-11f1-bd51-02ede2007fbe/dea1e368-2061-4ab1-a66f-e04258593ccc/3cbd5e8f-5bc8-49cd-ab8a-de8ec4e2093b/09cad305-144e-45cc-8ded-bb552a587230/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2021,Hyundai,"M3M Urbana, Golf Course Ext., Gurugram",78350,Petrol,Automatic,HR-98
176,2023 Hyundai Tucson,https://www.cars24.com/buy-used-hyundai-tucson-2023-cars-new-delhi-10071960794/,2080000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/b65ded32-d595-11f0-bd50-02ede2007fbe/m/c9197ab8-dcb2-43e2-ba96-48c37b4e7d5c/64f3cd17-1eb6-4d5d-9a2a-854c9f12098d/3e4b0133-7f89-45e6-8a5f-bc18bcca3e86/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Hyundai,"Metro Walk, Rohini, New Delhi",30151,Petrol,Automatic,DL-3C
177,2016 Hyundai Tucson,https://www.cars24.com/buy-used-hyundai-tucson-2016-cars-noida-10528060730/,720000.0,"https://marketplace-cdn.cars24.com/production/10528060730/main image/2026-01-31/car_replace_bg_289607aa-ac6d-4994-9aae-cd805bc5bc0a.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2016,Hyundai,Sector 44 Noida Uttar Pradesh,67950,Diesel,Automatic,UP-16
178,2017 Hyundai Tucson,https://www.cars24.com/buy-used-hyundai-tucson-2017-cars-new-delhi-10089065781/,1017000.0,"https://marketplace-cdn.cars24.com/production/10089065781/main image/2026-01-15/car_replace_bg_7381aeff-ca67-416b-9429-e27e69fd1d8d.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2017,Hyundai,Rajokri New Delhi Delhi,74928,Diesel,Automatic,DL-12
179,2018 Hyundai Tucson,https://www.cars24.com/buy-used-hyundai-tucson-2018-cars-new-delhi-10010866749/,800000.0,"https://marketplace-cdn.cars24.com/production/10010866749/main image/2026-03-03/car_replace_bg_ec673e1e-68b1-46f6-91f4-d08e4b709bec.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2018,Hyundai,Vasant Kunj New Delhi Delhi,112377,Diesel,Automatic,JK-02
180,2017 Hyundai Tucson,https://www.cars24.com/buy-used-hyundai-tucson-2017-cars-gurgaon-10140860783/,827999.9999999999,"https://marketplace-cdn.cars24.com/production/10140860783/main image/2026-02-10/car_replace_bg_5d771e69-062f-46b9-b282-608ca853f8e6.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2017,Hyundai,Sushant Lok Phase I Gurugram Haryana,81861,Diesel,Automatic,HR-26
181,2018 Hyundai Tucson,https://www.cars24.com/buy-used-hyundai-tucson-2018-cars-new-delhi-10097202765/,1225000.0,"https://marketplace-cdn.cars24.com/production/10097202765/main image/2026-01-07/car_replace_bg_25a67c7d-50dd-4a7a-b921-f6cecf7d821f.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2018,Hyundai,Jasola New Delhi Delhi,99202,Diesel,Automatic,DL-5C
182,2018 Jeep Compass,https://www.cars24.com/buy-used-jeep-compass-2018-cars-new-delhi-10029162748/,616000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/4726a05a-15fd-11f1-bd51-02ede2007fbe/6f7368ce-bc0a-4b48-af69-c0674f131184/aba90cbe-810a-401a-9bd1-ddaccf91ac58/549ea9c0-3b5c-4657-9f1e-08a584acbcef/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2018,Jeep,"Metro Walk, Rohini, New Delhi",39027,Petrol,Manual,DL-2C
183,2020 Jeep Compass,https://www.cars24.com/buy-used-jeep-compass-2020-cars-ghaziabad-11291268727/,924000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/cab46dae-0d96-11f1-bd51-02ede2007fbe/ebfed002-e9b1-4cbc-9647-2841296c5b40/74f68f3c-10f0-4219-8518-18f8b73026be/9022d6ee-1545-4e5c-b88e-d352423d5239/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2020,Jeep,"GNB Mall, Raj Nagar Extension, Ghaziabad",64162,Petrol,Automatic,UP-14
184,2019 Jeep Compass,https://www.cars24.com/buy-used-jeep-compass-2019-cars-noida-10599562738/,706000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/614eabbc-08b5-11f1-bd51-02ede2007fbe/7d3f809d-f8d1-4c19-9399-46e9b67afdd0/8fe799c8-0189-40c0-bdde-4c6f3723e890/db82645e-65eb-4ce7-a17d-b6de9637d311/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2019,Jeep,"Sector-18, Noida",61418,Petrol,Manual,UP-16
185,2022 Jeep Compass,https://www.cars24.com/buy-used-jeep-compass-2022-cars-noida-10564867752/,1460000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/b0967254-f85c-11f0-bd51-02ede2007fbe/m/73c803a6-6646-42e8-bb93-f77665dedeb5/99bef541-29e9-4d7e-92c0-b857d2774da0/d6668d3e-4645-428e-9600-4015f9b3c71d/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2022,Jeep,"Gaur City mall, Multilevel parking, Greater Noida",65823,Diesel,Automatic,UP-16
186,2019 Jeep Compass,https://www.cars24.com/buy-used-jeep-compass-2019-cars-noida-10536063753/,695000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/73537116-13d3-11f1-bd51-02ede2007fbe/37827d8f-6518-4c07-921c-5f4c18cdc955/52825fd6-df0a-4f6a-a72a-d725eef3ee15/cf1bcb88-bbb7-4f66-a1ee-c7703fd282d1/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2019,Jeep,"Sector-18, Noida",67992,Diesel,Manual,UP-37
187,2019 Honda Amaze,https://www.cars24.com/buy-used-honda-amaze-2019-cars-new-delhi-10048261732/,470000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/5d48067c-0346-11f1-bd51-02ede2007fbe/f441e08e-ea48-4348-911d-0616460b0d8a/15debfd6-0aca-46d7-8510-31bb84fb55b8/6dc7e5b9-1029-4f0c-b455-973f782aee64/slot/camera-SRP.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2019,Honda,"Metro Walk, Rohini, New Delhi",30347,Petrol,Automatic,DL-4C
188,2019 Honda Amaze,https://www.cars24.com/buy-used-honda-amaze-2019-cars-gurgaon-11061068779/,398000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/cd33b9f0-e3ba-11f0-bd50-02ede2007fbe/m/690cb2ed-e5b7-4174-9158-db02133e176e/e645b085-f5d1-4275-b91a-6c1a9c251b22/c0fd5f6f-bf83-4fc0-9e24-dd47e5496d9d/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2019,Honda,"M3M Urbana, Golf Course Ext., Gurugram",42525,CNG,Manual,HR-87
189,2014 Honda Amaze,https://www.cars24.com/buy-used-honda-amaze-2014-cars-noida-13267507709/,155000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/73137218-cdca-11f0-bd4e-02ede2007fbe/1dd88b15-49d8-4596-917e-a07ab2a0b90d/e6c2096c-aa60-497e-9e2c-ddd1b55ba399/3419f4f1-f06c-46e7-8f99-abe7d26b2901/slot/camera-SRP.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2014,Honda,"Sector-18, Noida",91353,Petrol,Manual,DL-3C
190,2017 Honda Amaze,https://www.cars24.com/buy-used-honda-amaze-2017-cars-noida-10067563741/,330000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/afa2b654-1941-11f1-bd51-02ede2007fbe/9f1a3595-1306-46a1-b97a-55ccd2207efd/4c077455-af04-48cc-9937-88db9d3de5d9/72397470-4d73-44e7-a311-0e21af81f06c/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2017,Honda,"Sector-18, Noida",20570,Petrol,Manual,DL-10
191,2019 Honda Amaze,https://www.cars24.com/buy-used-honda-amaze-2019-cars-noida-10083861786/,412000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/0d72b030-0106-11f1-bd51-02ede2007fbe/m/3c2bca9c-d5ef-4254-aaf8-96ad80233695/a1291d79-92cd-4cad-9614-2bed7ae27b84/ff4d9253-9a3d-4acf-b21e-218898465267/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2019,Honda,"Sector-18, Noida",87979,Petrol,Manual,DL-9C
192,2015 Honda Amaze,https://www.cars24.com/buy-used-honda-amaze-2015-cars-ghaziabad-10064762752/,185000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/a8a64b1e-f4fb-11f0-bd51-02ede2007fbe/1fa58e20-133a-4ebb-97f1-ffb1892a43c0/0f062a9f-11d1-4d11-99e9-c5805422c2eb/ab6d6bad-fd6d-4f18-b773-ea7341fe6f24/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2015,Honda,"GNB Mall, Raj Nagar Extension, Ghaziabad",68369,Petrol,Manual,DL-2C
193,2023 Honda Amaze,https://www.cars24.com/buy-used-honda-amaze-2023-cars-new-delhi-10086363724/,535000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/6c5ec608-16c1-11f1-bd51-02ede2007fbe/63c66809-a232-4f2c-bdb3-b74735ebac02/a7e7f965-f109-4423-99ca-6e6553923964/41fff531-6dc9-473f-8402-e793afd2bc2d/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Honda,"Metro Walk, Rohini, New Delhi",21593,Petrol,Manual,DL-3C
194,2015 Honda Amaze,https://www.cars24.com/buy-used-honda-amaze-2015-cars-noida-10039069724/,191000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/2ac306aa-0717-11f1-bd51-02ede2007fbe/f63f31d3-bbc6-4ec6-b94b-08e82129649d/705dbb1e-657c-4f3e-9562-757bf1d96602/1a378945-940e-4c56-ae6f-8eaed7aea246/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2015,Honda,"Sector-18, Noida",113737,Petrol,Manual,DL-1C
195,2021 Honda Amaze,https://www.cars24.com/buy-used-honda-amaze-2021-cars-gurgaon-10166161731/,519000.00000000006,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/b293e746-0971-11f1-bd51-02ede2007fbe/3644b23b-233b-4a1e-b778-3d596a040c90/c9e61a20-609c-4cb0-82b8-0e1a584f65ee/d0af14d3-1cc1-4d68-a3a8-57651f3eb8ff/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2021,Honda,"Udyog Vihar, Sector 18, Gurgaon",95212,CNG,Automatic,HR-26
196,2015 Honda Amaze,https://www.cars24.com/buy-used-honda-amaze-2015-cars-new-delhi-10059664773/,196000.0,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/a695b10a-f043-11f0-bd51-02ede2007fbe/690f9df6-16b4-4379-bde4-a908f29c9802/158f242f-dc99-449f-96c7-80db7628c2b4/28aba00d-b1ab-47c8-ac7e-e383d2b4ef6a/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2015,Honda,"Metro Walk, Rohini, New Delhi",74628,Petrol,Manual,DL-1C
