,Title,Link,Price,Image,Year,Brand,Location,Kms Covered,Fuel Type,Type
0,2014 Maruti Suzuki Celerio VXI AT,https://www.cardekho.com/used-car-details/used-Maruti-celerio-vxi-at-cars-Gurgaon_e6afcfdd-dbaf-42e0-816e-1e277248e2db.htm?adId=19867&adType=41,231000.0,https://images10.gaadi.com/usedcar_image/4994170/original/processed_processed_82f1ba8b-8109-4afb-851e-787c84ed0dec.jpg?imwidth=640,2014,Maruti,"Badshahpur, Gurgaon",60000.0,Petrol,Automatic
1,2019 Maruti Suzuki Ciaz Zeta BSIV,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-zeta-bsiv-cars-New-Delhi_a8d6a82f-07ca-4498-92eb-4bae5457c145.htm,575000.0,https://images10.gaadi.com/usedcar_image/5163262/original/processed_b58e234f-43e3-426d-9e89-105322a9ef6f.jpg?imwidth=640,2019,Maruti,"Lajpat Nagar, New Delhi",58000.0,Petrol,Manual
2,2018 Maruti Suzuki Ciaz Delta BSIV,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-delta-bsiv-cars-New-Delhi_ca0c7d1f-13a1-4568-82b7-fb306e20180a.htm,575000.0,https://images10.gaadi.com/usedcar_image/5070581/original/processed_0a5ddf7e-0d60-4f22-9db0-077899dac11e.jpg?imwidth=640,2018,Maruti,"Lajpat Nagar, New Delhi",41000.0,Petrol,Manual
3,2022 Maruti Suzuki XL6 Alpha AT BSVI,https://www.cardekho.com/buy-used-car-details/used-Maruti-xl6-alpha-at-bsvi-cars-Ghaziabad_11894933-25f4-4398-a4f6-d4bb72a30088.htm,1092000.0,https://images10.gaadi.com/usedcar_image/5162290/original/36e4c5d9bb17342c28c7da1e7a5d375e.JPG?imwidth=640,2022,Maruti,"Indirapuram, Ghaziabad",53366.0,Petrol,Automatic
4,2019 Maruti Suzuki Ertiga 1.5 VDI,https://www.cardekho.com/used-car-details/used-Maruti-ertiga-15-vdi-cars-Greater-Noida_bd79dfc9-937f-411c-b8f0-bbe4dd7560bb.htm?adId=20368&adType=41,830000.0,https://images10.gaadi.com/usedcar_image/5080650/original/processed_processed_fb8709a7-3555-4f09-af0c-0f79fbf5d89e.jpg?imwidth=640,2019,Maruti,Greater Noida,146000.0,Diesel,Manual
5,2022 Maruti Suzuki Grand Vitara Zeta BSVI,https://www.cardekho.com/used-car-details/used-Maruti-grand-vitara-zeta-bsvi-cars-Gurgaon_7f5ff5a3-e17b-4f3f-97da-3807fd199bfe.htm,995000.0,https://images10.gaadi.com/usedcar_image/5163257/original/processed_322cfb7b-022c-4a93-b2aa-6dee2f2776db.jpg?imwidth=640,2022,Maruti,"Sector 12, Gurgaon",62563.0,Petrol,Manual
6,2022 Maruti Suzuki XL6 Alpha Plus AT,https://www.cardekho.com/buy-used-car-details/used-Maruti-xl6-alpha-plus-at-cars-New-Delhi_ced09c59-a072-4cec-ba57-511188667fbc.htm,1147000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Maruti,"Dwarka Sector-6, New Delhi",50202.0,Petrol,Automatic
7,2019 Maruti Suzuki Ciaz Alpha Automatic BSIV,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-alpha-automatic-bsiv-cars-New-Delhi_302aa545-0bcc-47e3-9f78-b5f61631ed95.htm,615000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,Maruti,"Rohini Sector 25, New Delhi",55000.0,Petrol,Automatic
8,2018 Maruti Suzuki Ciaz Delta BSIV,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-delta-bsiv-cars-Ghaziabad_053a8186-a05f-43b2-a413-6094ae1d3cc0.htm?adId=19610&adType=41,495000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Maruti,"Vijai Nagar, Ghaziabad",80000.0,Petrol,Manual
9,2022 Maruti Suzuki XL6 Alpha,https://www.cardekho.com/buy-used-car-details/used-Maruti-xl6-alpha-cars-New-Delhi_188d2075-9554-4d7d-a29b-0efc1bc99724.htm,914000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Maruti,"Dwarka Sector-6, New Delhi",48759.0,Petrol,Manual
10,2019 Maruti Suzuki Ciaz Delta BSIV,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-delta-bsiv-cars-New-Delhi_b7e39200-113d-4b7c-9548-6bc4c8b9202c.htm,570000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,Maruti,"G.T.B.Nagar S.O, New Delhi",78000.0,Petrol,Manual
11,2022 Maruti Suzuki XL6 Alpha Plus AT,https://www.cardekho.com/buy-used-car-details/used-Maruti-xl6-alpha-plus-at-cars-New-Delhi_9d485093-8e89-4493-9137-0176d99ccb4c.htm,1140000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Maruti,"Rajouri Garden, New Delhi",45361.0,Petrol,Automatic
12,2022 Maruti Suzuki Ciaz Alpha BSVI,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-alpha-bsvi-cars-New-Delhi_19aaf314-7710-492a-aeb8-030b33602000.htm?adId=20915&adType=41,675000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Maruti,"Safdarjung Enclave, New Delhi",60000.0,Petrol,Manual
13,2023 Maruti Suzuki Grand Vitara Zeta,https://www.cardekho.com/used-car-details/used-Maruti-grand-vitara-zeta-cars-Noida_b850f1b8-eadc-42d8-ab40-aecaf891528e.htm,1250000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2023,Maruti,Noida,31000.0,Petrol,Manual
14,2022 Maruti Suzuki Grand Vitara Alpha Plus Hybrid CVT BSVI,https://www.cardekho.com/used-car-details/used-Maruti-grand-vitara-alpha-plus-hybrid-cvt-bsvi-cars-Noida_4357b930-edc7-441c-a0d4-b02a7d787953.htm,1295000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Maruti,Noida,86000.0,Petrol,Automatic
15,2024 Maruti Suzuki Brezza Vxi,https://www.cardekho.com/used-car-details/used-Maruti-brezza-vxi-cars-New-Delhi_17b66014-8e7b-47fb-87f8-8b63efde80a3.htm,895000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2024,Maruti,"Pandav Nagar, New Delhi",21000.0,Petrol,Manual
16,2017 Maruti Suzuki Swift Dzire AMT ZDI Plus,https://www.cardekho.com/used-car-details/used-Maruti-swift-dzire-amt-zdi-plus-cars-Gurgaon_32de8660-5159-4a7a-b4c5-d4b19ef908c8.htm?adId=18377&adType=41,450000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2017,Maruti,"Unnamed Road, Urban Estate, Sector 7, Gurgaon",77620.0,Diesel,Automatic
17,2019 Maruti Suzuki Ciaz Alpha Automatic BSIV,https://www.cardekho.com/buy-used-car-details/used-Maruti-ciaz-alpha-automatic-bsiv-cars-Gurgaon_51356987-3713-4262-a891-267c2cd1219d.htm,523000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,Maruti,"Ramgarh B.o, Gurgaon",90472.0,Petrol,Automatic
18,2018 Maruti Suzuki Ciaz Delta BSIV,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-delta-bsiv-cars-New-Delhi_22e1b22c-9f52-4157-8e33-e2e8b8a06daa.htm,525000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Maruti,"Chittranjan Park, New Delhi",80000.0,Petrol,Manual
19,2017 Maruti Suzuki Ciaz 1.4 AT Delta,https://www.cardekho.com/buy-used-car-details/used-Maruti-ciaz-14-at-delta-cars-Noida_6a3570f4-35a2-4e2c-8e20-2f7217a2bc8a.htm,390000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2017,Maruti,"Sector 18, Noida",73289.0,Petrol,Automatic
20,2017 Maruti Suzuki Ciaz ZXi,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-zxi-cars-New-Delhi_2faf0c67-6730-4824-a0d3-29862f97e8b3.htm?adId=19511&adType=41,460000.0,https://images10.gaadi.com/usedcar_image/5058479/original/processed_66db0e1d-f736-41f9-aeee-a86a7aada2d2.jpeg?imwidth=640,2017,Maruti,"Darya Ganj, New Delhi",80000.0,Petrol,Manual
21,2023 Maruti Suzuki Grand Vitara Delta AT,https://www.cardekho.com/used-car-details/used-Maruti-grand-vitara-delta-at-cars-New-Delhi_4ca4ee02-3d1b-4a4f-a8a2-d69e3619c9e9.htm,1060000.0,https://images10.gaadi.com/usedcar_image/5155912/original/processed_29eaa764-108d-413c-967f-90c6400da7a7.jpg?imwidth=640,2023,Maruti,"Pitampura, New Delhi",43000.0,Petrol,Automatic
22,2019 Maruti Suzuki Celerio ZXI MT BSIV,https://www.cardekho.com/used-car-details/used-Maruti-celerio-zxi-mt-bsiv-cars-Noida_3961ed26-7f62-48a0-ac69-a875de9c3c5d.htm,399000.0,https://images10.gaadi.com/usedcar_image/5154521/original/processed_05b2632a-5e84-4f18-a1ea-ed49b4da5383.jpg?imwidth=640,2019,Maruti,Noida,54000.0,Petrol,Manual
23,2017 Maruti Suzuki Ciaz Alpha Automatic BSIV,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-alpha-automatic-bsiv-cars-New-Delhi_21158918-2dbb-442b-a7e6-5f693a505833.htm,490000.0,https://images10.gaadi.com/usedcar_image/5070637/original/processed_d58c70b5-9ffb-48b5-a995-a3aa9e91154e.jpg?imwidth=640,2017,Maruti,"Lajpat Nagar, New Delhi",59000.0,Petrol,Automatic
24,2014 Maruti Suzuki Swift LXI BSIV,https://www.cardekho.com/used-car-details/used-Maruti-swift-lxi-bsiv-cars-New-Delhi_676bbc1d-08d5-4021-ab7b-408cf2591b6f.htm?adId=18885&adType=41,220000.0,https://images10.gaadi.com/usedcar_image/4879386/original/989852c5-f09d-49c4-a076-946604c0d9d6.png?imwidth=640,2014,Maruti,"Dayalpur, New Delhi",50000.0,Petrol,Manual
25,2017 Maruti Suzuki Ciaz AT ZXi,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-at-zxi-cars-New-Delhi_c303c744-4122-42d7-b582-db3ed56e4d97.htm,426000.0,https://images10.gaadi.com/usedcar_image/5110826/original/processed_e1bdb7a39f1315a8ffc9ca492dab3e70.jpg?imwidth=640,2017,Maruti,"Sector 6 - Rohini, New Delhi",88000.0,Petrol,Automatic
26,2018 Maruti Suzuki Ciaz Delta BSIV,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-delta-bsiv-cars-New-Delhi_15894c6b-05a3-4f07-9f24-8400108f1707.htm,560000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Maruti,"Lajpat Nagar, New Delhi",61000.0,Petrol,Manual
27,2018 Maruti Suzuki Ciaz Alpha BSIV,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-alpha-bsiv-cars-New-Delhi_ba0f1dc1-b923-4ec2-a031-d9e13aa6ba8d.htm,590000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Maruti,"Lajpat Nagar, New Delhi",57000.0,Petrol,Manual
28,2020 Maruti Suzuki Baleno Delta,https://www.cardekho.com/used-car-details/used-Maruti-baleno-delta-cars-Ghaziabad_bfd15976-b25f-4791-82d0-c073e9b45308.htm?adId=18990&adType=41,450000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2020,Maruti,Ghaziabad,61000.0,Petrol,Manual
29,2017 Maruti Suzuki Ciaz 1.4 Delta,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-14-delta-cars-New-Delhi_68275517-8d4c-4e2f-91f0-30308189bdc9.htm,530000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2017,Maruti,"Model Town Ii, New Delhi",52000.0,Petrol,Manual
30,2017 Maruti Suzuki Ciaz 1.4 Delta,https://www.cardekho.com/buy-used-car-details/used-Maruti-ciaz-14-delta-cars-New-Delhi_334c8db8-397e-449d-9189-9b1063f781ff.htm,384000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2017,Maruti,"Rohini Courts, New Delhi",86906.0,Petrol,Manual
31,2018 Maruti Suzuki Ciaz 1.4 AT Delta,https://www.cardekho.com/buy-used-car-details/used-Maruti-ciaz-14-at-delta-cars-New-Delhi_1d840052-a65d-42b8-b020-5623f8e10479.htm,502000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Maruti,"Rohini Courts, New Delhi",101215.0,Petrol,Automatic
32,2015 Maruti Suzuki Ertiga VXI,https://www.cardekho.com/used-car-details/used-Maruti-ertiga-vxi-cars-Ghaziabad_96853578-060c-4615-94ff-20aae08a8535.htm?adId=20537&adType=41,440000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2015,Maruti,"Friends Society Road, Pocket C, Vasundhara, Ghaziabad",140000.0,Petrol,Manual
33,2015 Maruti Suzuki Swift Dzire VXI,https://www.cardekho.com/buy-used-car-details/used-Maruti-swift-dzire-vxi-cars-Noida_39382dec-fbfd-45f8-a9c9-2265788a2151.htm,308000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2015,Maruti,"Sector 18, Noida",54209.0,Petrol,Manual
34,2018 Maruti Suzuki Celerio VXI AMT,https://www.cardekho.com/buy-used-car-details/used-Maruti-celerio-vxi-amt-cars-Noida_5715e011-5aa3-4c23-921a-c3401a6e9c1e.htm,325000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Maruti,"Sector 18, Noida",63081.0,Petrol,Automatic
35,2022 Maruti Suzuki Ciaz Zeta BSVI,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-zeta-bsvi-cars-New-Delhi_6140841e-bda9-422d-bc41-3fd849f2224b.htm,694000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Maruti,"Pitampura, New Delhi",67000.0,Petrol,Manual
36,2019 Maruti Suzuki Ertiga ZXI AT Petrol,https://www.cardekho.com/used-car-details/used-Maruti-ertiga-zxi-at-petrol-cars-Gurgaon_2678fa7b-67cf-4910-bea8-fdfe9edcd29b.htm?adId=17681&adType=41,750000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,Maruti,"Raghunath Temple Road, Gurgaon",60000.0,Petrol,Automatic
37,2021 Maruti Suzuki Baleno Zeta Diesel,https://www.cardekho.com/buy-used-car-details/used-Maruti-baleno-zeta-diesel-cars-Noida_e9ed69f9-8e91-479d-8d6c-dfca241ec9ef.htm,561000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2021,Maruti,Noida,55100.0,Diesel,Manual
38,2017 Maruti Suzuki Celerio LXI MT BSIV,https://www.cardekho.com/used-car-details/used-Maruti-celerio-lxi-mt-bsiv-cars-Noida_e4996e09-73c8-4d81-b5ca-23946eb573ca.htm,340000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2017,Maruti,Noida,65000.0,Petrol,Manual
39,2023 Maruti Suzuki Grand Vitara Alpha Plus Hybrid CVT BSVI,https://www.cardekho.com/used-car-details/used-Maruti-grand-vitara-alpha-plus-hybrid-cvt-bsvi-cars-New-Delhi_854942a9-4650-466d-8abc-0fdbfe0312d8.htm,1500000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2023,Maruti,"Karol Bagh, New Delhi",33000.0,Petrol,Automatic
40,2018 Maruti Suzuki Vitara Brezza LDi,https://www.cardekho.com/used-car-details/used-Maruti-vitara-brezza-ldi-cars-Faridabad_6dca6829-6e6c-46d0-8223-e9b31e78ec7e.htm?adId=19728&adType=41,475000.0,https://images10.gaadi.com/usedcar_image/5043310/original/c90011c4-7660-4a61-b0c0-920af4f8acfa.png?imwidth=640,2018,Maruti,"Sector 7, Faridabad",130000.0,Diesel,Manual
41,2022 Maruti Suzuki Grand Vitara Alpha AT BSVI,https://www.cardekho.com/used-car-details/used-Maruti-grand-vitara-alpha-at-bsvi-cars-New-Delhi_c6e1a334-d655-41d5-af31-576e8f87809e.htm,1090000.0,https://images10.gaadi.com/usedcar_image/5118961/original/processed_974af968-4a8b-4d6f-bcd8-1f51efe1af96.jpg?imwidth=640,2022,Maruti,"Prashant Vihar, New Delhi",65000.0,Petrol,Automatic
42,2022 Maruti Suzuki XL6 Alpha AT BSVI,https://www.cardekho.com/buy-used-car-details/used-Maruti-xl6-alpha-at-bsvi-cars-New-Delhi_d89d3121-a58f-46e1-b0dd-6fd00a2df561.htm,1129000.0,https://images10.gaadi.com/usedcar_image/5116983/original/580cdf200b5c032d478adcb1c2bbeb3c.JPG?imwidth=640,2022,Maruti,"Dwarka Sector-6, New Delhi",41628.0,Petrol,Automatic
43,2023 Maruti Suzuki Grand Vitara Alpha AT BSVI,https://www.cardekho.com/used-car-details/used-Maruti-grand-vitara-alpha-at-bsvi-cars-New-Delhi_22bbc331-8936-4bc1-a1f2-97ada4c1be26.htm,1425000.0,https://images10.gaadi.com/usedcar_image/5147113/original/processed_c6e0fa28-4a1d-4626-85c8-8f9199180394.jpg?imwidth=640,2023,Maruti,"Dwarka Sector-6, New Delhi",15000.0,Petrol,Automatic
44,2014 Maruti Suzuki Alto K10 2010-2014 VXI,https://www.cardekho.com/used-car-details/used-Maruti-alto-k10-2010-2014-vxi-cars-New-Delhi_5c4706a2-4f5d-4241-8351-b112a60e8613.htm?adId=18807&adType=41,150000.0,https://images10.gaadi.com/usedcar_image/5034047/original/processed_processed_5583d2ae-abab-4e8e-9dd3-23cebaf6aa9b.jpeg?imwidth=640,2014,Maruti,"Gurgaon Road, New Delhi",80000.0,Petrol,Manual
45,2016 Maruti Suzuki Celerio VXI,https://www.cardekho.com/used-car-details/used-Maruti-celerio-vxi-cars-Noida_499437f3-bd81-45c7-a907-9c5fbcd0d121.htm,310000.0,https://images10.gaadi.com/usedcar_image/5162585/original/processed_6492d99a-58ce-4746-b917-467475536282.jpg?imwidth=640,2016,Maruti,"Sector 10, Noida",78000.0,Petrol,Manual
46,2020 Maruti Suzuki Celerio ZXI,https://www.cardekho.com/used-car-details/used-Maruti-celerio-zxi-cars-Noida_aac42923-8098-4238-8df4-55786cecb074.htm,390000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2020,Maruti,"Sector 10, Noida",58000.0,Petrol,Manual
47,2017 Maruti Suzuki Ciaz 1.4 Sigma,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-14-sigma-cars-New-Delhi_c8535380-077e-4e0b-9747-ef8fcc072576.htm,390000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2017,Maruti,"Karol Bagh, New Delhi",77365.0,Petrol,Manual
48,2022 Maruti Suzuki Vitara Brezza LXI,https://www.cardekho.com/used-car-details/used-Maruti-vitara-brezza-lxi-cars-New-Delhi_7853d178-94e2-43e2-8dc1-50f954de55ad.htm?adId=20735&adType=41,575000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Maruti,"Mayur Vihar Ph-III, New Delhi",50000.0,Petrol,Manual
49,2021 Maruti Suzuki XL6 Alpha,https://www.cardekho.com/used-car-details/used-Maruti-xl6-alpha-cars-New-Delhi_6476153f-76b7-4ade-b369-0fcc55e0baff.htm,885000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2021,Maruti,"Ashok Vihar, New Delhi",21000.0,Petrol,Manual
50,2022 Maruti Suzuki Grand Vitara Alpha Plus Hybrid CVT BSVI,https://www.cardekho.com/used-car-details/used-Maruti-grand-vitara-alpha-plus-hybrid-cvt-bsvi-cars-New-Delhi_2cb8da69-800e-416b-a03d-41ae726b5a82.htm,1590000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Maruti,"Bengali Market, New Delhi",36000.0,Petrol,Automatic
51,2016 Maruti Suzuki Ciaz VXi,https://www.cardekho.com/buy-used-car-details/used-Maruti-ciaz-vxi-cars-New-Delhi_f582834f-7a3f-4de5-944f-06721a4e988c.htm,353000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2016,Maruti,"Rohini Courts, New Delhi",59243.0,Petrol,Manual
52,2016 Maruti Suzuki Ertiga VXI CNG,https://www.cardekho.com/used-car-details/used-Maruti-ertiga-vxi-cng-cars-New-Delhi_6ce01d57-24fd-4fc6-afd2-08a015ed0474.htm?adId=18416&adType=41,450000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2016,Maruti,"Katwaria Sarai, Block F, Katwaria Sarai, New Delhi",280000.0,CNG,Manual
53,2023 Maruti Suzuki Invicto Zeta Plus 7Str,https://www.cardekho.com/used-car-details/used-Maruti-invicto-zeta-plus-7str-cars-New-Delhi_8da201ba-db81-470e-83e2-7f26d78351c9.htm,2190000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2023,Maruti,"Ashok Nagar, New Delhi",56000.0,Petrol,Automatic
54,2019 Maruti Suzuki Ciaz Alpha Automatic BSIV,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-alpha-automatic-bsiv-cars-New-Delhi_8978143e-5cea-448e-9d24-5af4ee15cf10.htm,615000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,Maruti,"Lajpat Nagar, New Delhi",58000.0,Petrol,Automatic
55,2019 Maruti Suzuki Ciaz Alpha BSIV,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-alpha-bsiv-cars-New-Delhi_c79af986-4e08-4c69-ab02-6bac619d7cef.htm,630000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,Maruti,"Vasant Kunj, New Delhi",60000.0,Petrol,Manual
56,2016 Maruti Suzuki Baleno 1.2 Delta,https://www.cardekho.com/used-car-details/used-Maruti-baleno-12-delta-cars-Noida_c5a2d5ca-f194-4586-b79a-0b94677ffdb3.htm?adId=22701&adType=41,370000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2016,Maruti,"Sector 16, Noida",68000.0,Petrol,Manual
57,2019 Maruti Suzuki XL6 Zeta AT,https://www.cardekho.com/used-car-details/used-Maruti-xl6-zeta-at-cars-New-Delhi_e975ccb9-862b-4501-a152-cf05a90add3a.htm,890000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,Maruti,"Ramesh Nagar, New Delhi",52000.0,Petrol,Automatic
58,2022 Maruti Suzuki Ciaz Alpha AT BSVI,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-alpha-at-bsvi-cars-New-Delhi_f931c793-3491-4f4c-83a8-3419954d63bb.htm,799000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Maruti,"Saraswati Vihar, New Delhi",66000.0,Petrol,Automatic
59,2022 Maruti Suzuki Ciaz Alpha AT BSVI,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-alpha-at-bsvi-cars-New-Delhi_06b99310-de52-4138-9c78-a2a182ee3e24.htm,775000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Maruti,"Karkardooma, New Delhi",60000.0,Petrol,Automatic
60,2024 Maruti Suzuki Grand Vitara Delta AT,https://www.cardekho.com/used-car-details/used-Maruti-grand-vitara-delta-at-cars-Gurgaon_28530685-1dae-4f74-bc05-c78bd9deb6a2.htm?adId=21214&adType=41,1160000.0,https://images10.gaadi.com/usedcar_image/5114405/original/processed_processed_455c092f-8441-47f0-a2d9-c85bd7f53add.jpeg?imwidth=640,2024,Maruti,"DLF Phase 2, Gurgaon",20000.0,Petrol,Automatic
61,2019 Maruti Suzuki Ciaz Zeta Automatic BSIV,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-zeta-automatic-bsiv-cars-New-Delhi_b5a4265e-dd67-437d-8de3-fe27b5d952cb.htm,650000.0,https://images10.gaadi.com/usedcar_image/5146964/original/processed_e889a378-5488-481b-86b2-63bee7846385.jpg?imwidth=640,2019,Maruti,"Lajpat Nagar, New Delhi",39000.0,Petrol,Automatic
62,2024 Maruti Suzuki Grand Vitara Alpha Plus Hybrid CVT,https://www.cardekho.com/used-car-details/used-Maruti-grand-vitara-alpha-plus-hybrid-cvt-cars-New-Delhi_6a004579-5337-4a5e-9752-354dac08b9ab.htm,1750000.0,https://images10.gaadi.com/usedcar_image/5156296/original/processed_9e333acc-2e64-4eaf-8623-7bf44876969f.jpg?imwidth=640,2024,Maruti,"Vikas Puri, New Delhi",25475.0,Petrol,Automatic
63,2018 Maruti Suzuki Baleno 1.2 Delta,https://www.cardekho.com/used-car-details/used-Maruti-baleno-12-delta-cars-Noida_ba3a9f09-33ae-48a2-b302-7d023c27ff1a.htm,450000.0,https://images10.gaadi.com/usedcar_image/5164017/original/processed_49e28d05-65dd-4f2b-9071-44e879d8c07b.jpg?imwidth=640,2018,Maruti,Noida,91000.0,Petrol,Manual
64,2024 Maruti Suzuki Invicto Zeta Plus 7Str,https://www.cardekho.com/used-car-details/used-Maruti-invicto-zeta-plus-7str-cars-New-Delhi_7f9d2b25-8e4a-4745-a0cf-51ed57cf1179.htm?adId=22014&adType=41,2250000.0,https://images10.gaadi.com/usedcar_image/5143562/original/processed_357e44b3-e884-48fe-9e80-12d075f08e3f.jpg?imwidth=640,2024,Maruti,"Naraina, New Delhi",50000.0,Petrol,Automatic
65,2021 Maruti Suzuki XL6 Alpha AT,https://www.cardekho.com/buy-used-car-details/used-Maruti-xl6-alpha-at-cars-Gurgaon_59a29c10-dcc8-43f2-bf55-cd48c7373827.htm,761000.0,https://images10.gaadi.com/usedcar_image/5159332/original/243cd68688d133188f27d45c6b5db3c4.jpg?imwidth=640,2021,Maruti,"Ramgarh B.o, Gurgaon",54930.0,Petrol,Automatic
66,2025 Maruti Suzuki Dzire ZXI Plus,https://www.cardekho.com/used-car-details/used-Maruti-dzire-zxi-plus-cars-Faridabad_7ad5d97a-a257-4666-bb85-355a803650ca.htm,970000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2025,Maruti,"Sector 22, Faridabad",1500.0,Petrol,Manual
67,2014 Maruti Suzuki Ciaz ZXi,https://www.cardekho.com/buy-used-car-details/used-Maruti-ciaz-zxi-cars-New-Delhi_2540d056-6edd-43be-b9cb-842c26577ad7.htm,383000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2014,Maruti,"Rohini Courts, New Delhi",45798.0,Petrol,Manual
68,2019 Maruti Suzuki Celerio LXI Optional MT BSIV,https://www.cardekho.com/used-car-details/used-Maruti-celerio-lxi-optional-mt-bsiv-cars-Noida_c4f3cfbe-5ba7-4d46-878a-4684c4513589.htm?adId=22675&adType=41,360000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,Maruti,"Sector 16, Noida",57000.0,Petrol,Manual
69,2022 Maruti Suzuki Swift Dzire LXI BSVI,https://www.cardekho.com/used-car-details/used-Maruti-swift-dzire-lxi-bsvi-cars-New-Delhi_389c41fa-307a-47e6-bc90-5f5fee95b8dd.htm,525000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2022,Maruti,"Laxmi Nagar, New Delhi",54000.0,Petrol,Manual
70,2018 Maruti Suzuki Ciaz 1.4 Delta,https://www.cardekho.com/used-car-details/used-Maruti-ciaz-14-delta-cars-New-Delhi_979284e6-1d23-4b3d-a3d9-b591ac453013.htm,540000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Maruti,"Chittranjan Park, New Delhi",41000.0,Petrol,Manual
71,2019 Maruti Suzuki Baleno Zeta CVT,https://www.cardekho.com/used-car-details/used-Maruti-baleno-zeta-cvt-cars-New-Delhi_e6d19650-1939-4137-8b5f-8b8780229c8e.htm,530000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,Maruti,"Ashok Vihar, New Delhi",27000.0,Petrol,Automatic
72,2015 Maruti Suzuki Swift LXI Option,https://www.cardekho.com/used-car-details/used-Maruti-swift-lxi-option-cars-Noida_cdee28b2-92f6-438a-8a04-0f26f661f386.htm?adId=21760&adType=41,270000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2015,Maruti,Noida,42500.0,Petrol,Manual
