,Title,Link,Location,Price,Image,Fuel Type,Type,Year,Kms Covered,Brand,Exterior Color,Interior Color,Registration,Ownership,price_display,Platform
0,2022/23 LAND ROVER DEFENDER 2.0 HSE 110,https://fusioncars.in/cars/2025-range-rover-velar-dyn-hse/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2023.0,34000.0,,,,,,"₹98,00,000",fusioncars.in
1,2015/16 LAMBORGHINI HURACAN COUPE LP 610-4,https://fusioncars.in/cars/2015-16-lamborghini-huracan-coupe-lp-610-4-2/,,23800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2016.0,18000.0,,,,,,"₹2,38,00,000",fusioncars.in
2,2022/23 MINI COOPER SE 3 DOOR,https://fusioncars.in/cars/2017-18-mini-cooper-s-clubman/,,3400000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Electric,,2023.0,5000.0,,,,,,"₹34,00,000",fusioncars.in
3,2024/25 TOYOTA LAND CRUISER 300,https://fusioncars.in/cars/2023-toyota-fortune4-legender-42-auto/,,23500000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2025.0,7000.0,,,,,,"₹2,35,00,000",fusioncars.in
4,2022 MERCEDES BENZ EQS 53 AMG 4MATIC+,https://fusioncars.in/cars/2024-26-mercedes-benz-cle-300-cabriolet/,,12500000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Electric,,2022.0,9000.0,,,,,,"₹1,25,00,000",fusioncars.in
5,2025 RANGE ROVER VELAR DYN HSE,https://fusioncars.in/cars/2022-23-land-rover-defender-2-0-hse-110-3/,,8400000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2025.0,19000.0,,,,,,"₹84,00,000",fusioncars.in
6,2024/25 AUDI Q3 40 TFSI,https://fusioncars.in/cars/2021-23-audi-q7-55-tfsi-premium-plus/,,3650000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2025.0,5100.0,,,,,,"₹36,50,000",fusioncars.in
7,2024/26 MERCEDES BENZ CLE 300 CABRIOLET,https://fusioncars.in/cars/2022-mercedes-benz-eqs-53-amg-4matic/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2026.0,5000.0,,,,,,"₹98,00,000",fusioncars.in
8,2024/26 MERCEDES BENZ CLE 300 CABRIOLET,https://fusioncars.in/cars/2021-22-mercedes-benz-glc-200-4matic/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2026.0,5000.0,,,,,,"₹98,00,000",fusioncars.in
9,2024/26 MERCEDES BENZ CLE 300 CABRIOLET,https://fusioncars.in/cars/2021-23-mercedes-benz-amg-a-35-4m-limousine/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2026.0,5000.0,,,,,,"₹98,00,000",fusioncars.in
10,2023 TOYOTA FORTUNER LEGENDER 4*2 AUTO,https://fusioncars.in/cars/2024-25-toyota-land-cruiser-300/,,3850000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Diesel,,2023.0,52000.0,,,,,,"₹38,50,000",fusioncars.in
11,2018 PORSCHE 718 BOXSTER,https://fusioncars.in/cars/2018-20-porsche-718-boxster/,,8475000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2018.0,7000.0,,,,,,"₹84,75,000",fusioncars.in
12,2025 RANGE ROVER VELAR DYN HSE,https://fusioncars.in/cars/2024-land-rover-defender-2-0-hse-110-5/,,8400000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2025.0,19000.0,,,,,,"₹84,00,000",fusioncars.in
13,2025 RANGE ROVER VELAR DYN HSE,https://fusioncars.in/cars/2020-range-rover-evoque-2-0-s/,,8400000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2025.0,19000.0,,,,,,"₹84,00,000",fusioncars.in
14,2017/18 MINI COOPER S CLUBMAN,https://fusioncars.in/cars/2022-23-mini-cooper-se-3-door-2/,,2400000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2018.0,34000.0,,,,,,"₹24,00,000",fusioncars.in
15,2024/26 MERCEDES BENZ CLE 300 CABRIOLET,https://fusioncars.in/cars/2022-mercedes-benz-e200/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2026.0,5000.0,,,,,,"₹98,00,000",fusioncars.in
16,2022 BMW X5 XDRIVE 40I M SPORTS,https://fusioncars.in/cars/2024-25-bmw-x5-40i-m-sports-2/,,6850000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2022.0,30000.0,,,,,,"₹68,50,000",fusioncars.in
17,2016/19 FORD MUSTANG GT 5.0L,https://fusioncars.in/cars/2018-ford-mustang-gt-5-0l-2/,,8300000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2019.0,7000.0,,,,,,"₹83,00,000",fusioncars.in
18,2024/26 MERCEDES BENZ CLE 300 CABRIOLET,https://fusioncars.in/cars/2023-mercedes-benz-a200-limousine-2/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2026.0,5000.0,,,,,,"₹98,00,000",fusioncars.in
19,2024/25 BMW X5 40I M SPORTS,https://fusioncars.in/cars/2022-bmw-x5-xdrive-40i-m-sports/,,9000000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2025.0,13000.0,,,,,,"₹90,00,000",fusioncars.in
20,2025 RANGE ROVER VELAR DYN HSE,https://fusioncars.in/cars/2024-range-rover-vogue-autobiography/,,8400000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2025.0,19000.0,,,,,,"₹84,00,000",fusioncars.in
21,2025 RANGE ROVER VELAR DYN HSE,https://fusioncars.in/cars/2023-range-rover-vogue-3-0-lwb-se/,,8400000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2025.0,19000.0,,,,,,"₹84,00,000",fusioncars.in
22,2023 TOYOTA FORTUNER LEGENDER 4*2 AUTO,https://fusioncars.in/cars/2018-toyota-fortuner-2-8l-4x4-at-2/,,3850000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Diesel,,2023.0,52000.0,,,,,,"₹38,50,000",fusioncars.in
23,2024/26 MERCEDES BENZ CLE 300 CABRIOLET,https://fusioncars.in/cars/2023-24-mercedes-benz-c43-4matic/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2026.0,5000.0,,,,,,"₹98,00,000",fusioncars.in
24,2024/25 BMW X5 40I M SPORTS,https://fusioncars.in/cars/2022-bmw-630i-gt-lci-m-sports/,,9000000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2025.0,13000.0,,,,,,"₹90,00,000",fusioncars.in
25,2021 LEXUS ES 300 H,https://fusioncars.in/cars/2024-25-lexus-es-300h-luxury/,,4300000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Hybrid,,2021.0,38000.0,,,,,,"₹43,00,000",fusioncars.in
26,2025 RANGE ROVER VELAR DYN HSE,https://fusioncars.in/cars/2022-23-land-rover-defender-2-0-hse-110-2/,,8400000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2025.0,19000.0,,,,,,"₹84,00,000",fusioncars.in
27,2024/26 MERCEDES BENZ CLE 300 CABRIOLET,https://fusioncars.in/cars/2021-22-mercedes-benz-glc200-4-matic/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2026.0,5000.0,,,,,,"₹98,00,000",fusioncars.in
28,2024/26 MERCEDES BENZ CLE 300 CABRIOLET,https://fusioncars.in/cars/2019-20-mercedes-benz-gle-43-amg-2/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2026.0,5000.0,,,,,,"₹98,00,000",fusioncars.in
29,2024/26 MERCEDES BENZ CLE 300 CABRIOLET,https://fusioncars.in/cars/2019-mercedes-benz-cla-200-sports-3/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2026.0,5000.0,,,,,,"₹98,00,000",fusioncars.in
30,2024/26 MERCEDES BENZ CLE 300 CABRIOLET,https://fusioncars.in/cars/2018-mercedes-benz-c-200-2/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2026.0,5000.0,,,,,,"₹98,00,000",fusioncars.in
31,2021/23 AUDI Q7 55 TFSI PREMIUM PLUS,https://fusioncars.in/cars/2024-25-audi-q3-40-tfsi/,,5600000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2023.0,37000.0,,,,,,"₹56,00,000",fusioncars.in
32,2024/25 BMW X5 40I M SPORTS,https://fusioncars.in/cars/2021-bmw-x1-s-drive-20i-xline-2/,,9000000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2025.0,13000.0,,,,,,"₹90,00,000",fusioncars.in
33,2024/26 MERCEDES BENZ CLE 300 CABRIOLET,https://fusioncars.in/cars/2017-18-mercedes-benz-cla-45-amg/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2026.0,5000.0,,,,,,"₹98,00,000",fusioncars.in
34,2024/25 BMW X5 40I M SPORTS,https://fusioncars.in/cars/2024-bmw-630i-gt-m-sports-2/,,9000000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2025.0,13000.0,,,,,,"₹90,00,000",fusioncars.in
35,2024/26 MERCEDES BENZ CLE 300 CABRIOLET,https://fusioncars.in/cars/2022-23-mercedes-benz-glc-43-amg-3/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2026.0,5000.0,,,,,,"₹98,00,000",fusioncars.in
36,2025 RANGE ROVER VELAR DYN HSE,https://fusioncars.in/cars/2023-24-range-rover-evoque/,,8400000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2025.0,19000.0,,,,,,"₹84,00,000",fusioncars.in
37,2021/23 AUDI Q7 55 TFSI PREMIUM PLUS,https://fusioncars.in/cars/2021-audi-a6-45-tfsi-premium-plus-2/,,5600000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2023.0,37000.0,,,,,,"₹56,00,000",fusioncars.in
38,2025 RANGE ROVER VELAR DYN HSE,https://fusioncars.in/cars/2023-land-rover-defender-2-0-hse-110-3/,,8400000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2025.0,19000.0,,,,,,"₹84,00,000",fusioncars.in
39,2024/26 MERCEDES BENZ CLE 300 CABRIOLET,https://fusioncars.in/cars/2024-25-mercedes-benz-e200/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2026.0,5000.0,,,,,,"₹98,00,000",fusioncars.in
40,2023 TOYOTA FORTUNER LEGENDER 4*2 AUTO,https://fusioncars.in/cars/2024-25-toyota-vellfire-vip-executive-lounge/,,3850000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Diesel,,2023.0,52000.0,,,,,,"₹38,50,000",fusioncars.in
41,2024/26 MERCEDES BENZ CLE 300 CABRIOLET,https://fusioncars.in/cars/2021-mercedes-benz-gle-300d-4matic-lwb/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2026.0,5000.0,,,,,,"₹98,00,000",fusioncars.in
42,2024/26 MERCEDES BENZ CLE 300 CABRIOLET,https://fusioncars.in/cars/2024-mercedes-benz-gle-450d-4matic-lwb/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2026.0,5000.0,,,,,,"₹98,00,000",fusioncars.in
43,2024/26 MERCEDES BENZ CLE 300 CABRIOLET,https://fusioncars.in/cars/2019-25-mercedes-benz-amg-gt63-s/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2026.0,5000.0,,,,,,"₹98,00,000",fusioncars.in
44,2024/25 BMW X5 40I M SPORTS,https://fusioncars.in/cars/2024-25-bmw-m340i-xdrive-2/,,9000000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2025.0,13000.0,,,,,,"₹90,00,000",fusioncars.in
45,2024/26 MERCEDES BENZ CLE 300 CABRIOLET,https://fusioncars.in/cars/2018-19-mercedes-benz-cla-200-sports-5/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2026.0,5000.0,,,,,,"₹98,00,000",fusioncars.in
46,2011/15 BENTLEY CONTINENTAL GT W12,https://fusioncars.in/cars/2025-bmw-x5-40i-m-sport/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2015.0,29000.0,,,,,,"₹98,00,000",fusioncars.in
47,2021/23 AUDI Q7 55 TFSI PREMIUM PLUS,https://fusioncars.in/cars/2023-audi-q3-40-tfsi-premium-plus/,,5600000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2023.0,37000.0,,,,,,"₹56,00,000",fusioncars.in
48,2024/26 MERCEDES BENZ CLE 300 CABRIOLET,https://fusioncars.in/cars/2020-21-mercedes-benz-g350d-2/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2026.0,5000.0,,,,,,"₹98,00,000",fusioncars.in
49,2024/26 MERCEDES BENZ CLE 300 CABRIOLET,https://fusioncars.in/cars/2024-mercedes-benz-c-220d/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2026.0,5000.0,,,,,,"₹98,00,000",fusioncars.in
50,2024/26 MERCEDES BENZ CLE 300 CABRIOLET,https://fusioncars.in/cars/2023-mercedes-benz-e-200-2/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2026.0,5000.0,,,,,,"₹98,00,000",fusioncars.in
51,2018/20 PORSCHE 718 BOXSTER,https://fusioncars.in/cars/2018-porsche-718-boxster-2/,,8100000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2020.0,19000.0,,,,,,"₹81,00,000",fusioncars.in
52,2024/25 BMW X5 40I M SPORTS,https://fusioncars.in/cars/2024-25-bmw-z4-m40i-3/,,9000000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2025.0,13000.0,,,,,,"₹90,00,000",fusioncars.in
53,2025 RANGE ROVER VELAR DYN HSE,https://fusioncars.in/cars/2021-land-rover-defender-2-0-hse-110/,,8400000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2025.0,19000.0,,,,,,"₹84,00,000",fusioncars.in
54,2018/20 PORSCHE 718 BOXSTER,https://fusioncars.in/cars/2024-porsche-cayenne-coupe/,,8100000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2020.0,19000.0,,,,,,"₹81,00,000",fusioncars.in
55,2024/26 MERCEDES BENZ CLE 300 CABRIOLET,https://fusioncars.in/cars/2016-17-mercedes-benz-c300-cabriolet/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2026.0,5000.0,,,,,,"₹98,00,000",fusioncars.in
56,2024/25 BMW X5 40I M SPORTS,https://fusioncars.in/cars/2024-25-bmw-x5-40i-m-sports/,,9000000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2025.0,13000.0,,,,,,"₹90,00,000",fusioncars.in
57,2024/26 MERCEDES BENZ CLE 300 CABRIOLET,https://fusioncars.in/cars/2024-25-mercedes-benz-c-200/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2026.0,5000.0,,,,,,"₹98,00,000",fusioncars.in
58,2024/25 BMW X5 40I M SPORTS,https://fusioncars.in/cars/2024-bmw-x7-40i-m-sports-2/,,9000000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2025.0,13000.0,,,,,,"₹90,00,000",fusioncars.in
59,2024/26 MERCEDES BENZ CLE 300 CABRIOLET,https://fusioncars.in/cars/2023-mercedes-benz-c200/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2026.0,5000.0,,,,,,"₹98,00,000",fusioncars.in
60,2024/25 LEXUS ES 300H LUXURY,https://fusioncars.in/cars/2021-lexus-es-300-h/,,5800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Hybrid,,2025.0,14000.0,,,,,,"₹58,00,000",fusioncars.in
61,2018 FORD MUSTANG GT 5.0L,https://fusioncars.in/cars/2016-19-ford-mustang-gt-5-0l/,,7800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2018.0,36000.0,,,,,,"₹78,00,000",fusioncars.in
62,2024/26 MERCEDES BENZ CLE 300 CABRIOLET,https://fusioncars.in/cars/2023-mercedes-benz-g400-d-2/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2026.0,5000.0,,,,,,"₹98,00,000",fusioncars.in
63,2024/26 MERCEDES BENZ CLE 300 CABRIOLET,https://fusioncars.in/cars/2023-mercedes-benz-glc-43-amg/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2026.0,5000.0,,,,,,"₹98,00,000",fusioncars.in
64,2024/26 MERCEDES BENZ CLE 300 CABRIOLET,https://fusioncars.in/cars/2019-20-mercedes-benz-glc-220d-4matic/,,9800000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2026.0,5000.0,,,,,,"₹98,00,000",fusioncars.in
65,2023 TOYOTA FORTUNER LEGENDER 4*2 AUTO,https://fusioncars.in/cars/2024-toyota-fortuner-at/,,3850000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Diesel,,2023.0,52000.0,,,,,,"₹38,50,000",fusioncars.in
66,2025 RANGE ROVER VELAR DYN HSE,https://fusioncars.in/cars/2022-23-land-rover-defender-2-0-hse-110/,,8400000.0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0naHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmcnIHZpZXdCb3g9JzAgMCAwIDAnPjwvc3ZnPg==",Petrol,,2025.0,19000.0,,,,,,"₹84,00,000",fusioncars.in
