Title,Link,Location,Price,Information,Image,Detail,Owner
Land Rover Defender,https://www.olx.in/item/cars-c84-used-land-rover-defender-in-dlf-city-gurgaon-iid-1836511320?rank=6,DLF City,"₹ 1,11,00,000","2024 - 18,000 km",https://apollo.olx.in:443/v1/files/mfb2yn0mj7fl-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Porsche CARRERA,https://www.olx.in/item/cars-c84-used-porsche-carrera-in-lajpat-nagar-1-delhi-iid-1836021718?rank=7,Lajpat Nagar 1,"₹ 2,29,75,000","2024 - 2,700 km",https://apollo.olx.in:443/v1/files/wb5izs58ckcr2-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Land Rover Defender,https://www.olx.in/item/cars-c84-used-land-rover-defender-in-defence-colony-delhi-iid-1836535904?rank=8,Defence Colony,"₹ 85,00,000","2022 - 36,000 km",https://apollo.olx.in:443/v1/files/pl9zq7t4f2tk-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Mercedes-Benz GLS,https://www.olx.in/item/cars-c84-used-mercedes-benz-gls-in-karol-bagh-delhi-iid-1836357969?rank=9,Karol Bagh,"₹ 85,90,000","2022 - 55,000 km",https://apollo.olx.in:443/v1/files/4ncmu2ufwe2s2-IN/image;s=150x0;q=50;f=webp;,"Diesel , Automatic",2nd
Lamborghini Urus Performante,https://www.olx.in/item/cars-c84-used-lamborghini-urus-performante-in-ashok-vihar-delhi-iid-1834310522?rank=10,Ashok Vihar,"₹ 4,41,00,000","2024 - 5,000 km",https://apollo.olx.in:443/v1/files/hu7k5hli54452-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Mercedes-Benz GLS,https://www.olx.in/item/cars-c84-used-mercedes-benz-gls-in-defence-colony-delhi-iid-1834492448?rank=11,Defence Colony,"₹ 1,18,00,000","2025 - 20,000 km",https://apollo.olx.in:443/v1/files/tcblnrrooyo02-IN/image;s=150x0;q=50;f=webp;,"Diesel , Automatic",1st
Mercedes-Benz GLE COUPE,https://www.olx.in/item/cars-c84-used-mercedes-benz-gle-coupe-in-defence-colony-delhi-iid-1833747209?rank=12,Defence Colony,"₹ 97,50,000","2022 - 40,000 km",https://apollo.olx.in:443/v1/files/9300xavtj5dd-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Volvo XC 90,https://www.olx.in/item/cars-c84-used-volvo-xc-90-in-karol-bagh-delhi-iid-1832603795?rank=13,Karol Bagh,"₹ 85,00,000","2024 - 20,000 km",https://apollo.olx.in:443/v1/files/wfooyxhb2hrm-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Land Rover Range Rover Velar,https://www.olx.in/item/cars-c84-used-land-rover-range-rover-velar-in-saket-delhi-iid-1837068187?rank=14,Saket,"₹ 84,00,000","2025 - 19,000 km",https://apollo.olx.in:443/v1/files/q4grrato0kl43-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Mercedes-Benz G Class,https://www.olx.in/item/cars-c84-used-mercedes-benz-g-class-in-jor-bagh-delhi-iid-1837067238?rank=15,Jor Bagh,"₹ 2,75,00,000","2024 - 11,000 km",https://apollo.olx.in:443/v1/files/pbp5tw1l7mcm2-IN/image;s=150x0;q=50;f=webp;,"Diesel , Automatic",1st
Porsche 718 CAYMAN,https://www.olx.in/item/cars-c84-used-porsche-718-cayman-in-saket-delhi-iid-1833367811?rank=16,Saket,"₹ 80,00,000","2019 - 35,000 km",https://apollo.olx.in:443/v1/files/q0rk086378ax1-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Land Rover Defender,https://www.olx.in/item/cars-c84-used-land-rover-defender-in-defence-colony-delhi-iid-1836350163?rank=17,Defence Colony,"₹ 1,29,00,000",2026 - 150 km,https://apollo.olx.in:443/v1/files/33ns8llj1aie2-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Land Rover Defender,https://www.olx.in/item/cars-c84-used-land-rover-defender-in-ashok-vihar-delhi-iid-1836349627?rank=18,Ashok Vihar,"₹ 1,30,00,000",2026 - 150 km,https://apollo.olx.in:443/v1/files/ks2m5rdjwrr43-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Land Rover Range Rover,https://www.olx.in/item/cars-c84-used-land-rover-range-rover-in-ashok-vihar-delhi-iid-1836348701?rank=19,Ashok Vihar,"₹ 2,24,00,000","2023 - 12,400 km",https://apollo.olx.in:443/v1/files/0vzj7qf8uwfq1-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Land Rover Range Rover,https://www.olx.in/item/cars-c84-used-land-rover-range-rover-in-south-extension-delhi-iid-1836348380?rank=20,South Extension,"₹ 2,25,00,000","2023 - 12,500 km",https://apollo.olx.in:443/v1/files/jc5c8leo4tmd2-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Porsche Cayenne,https://www.olx.in/item/cars-c84-used-porsche-cayenne-in-defence-colony-delhi-iid-1836160841?rank=21,Defence Colony,"₹ 83,90,000","2022 - 60,000 km",https://apollo.olx.in:443/v1/files/f6rs817javji-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
BMW Z4,https://www.olx.in/item/cars-c84-used-bmw-z4-in-ambience-island-gurgaon-iid-1837061217?rank=22,Ambience Island,"₹ 91,00,000",2025 - 329 km,https://apollo.olx.in:443/v1/files/4t4mgomq9fj71-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Land Rover Range Rover Velar,https://www.olx.in/item/cars-c84-used-land-rover-range-rover-velar-in-india-gate-delhi-iid-1835968554?rank=23,India Gate,"₹ 85,00,000","2023 - 15,000 km",https://apollo.olx.in:443/v1/files/bspatldjqhmb-IN/image;s=150x0;q=50;f=webp;,"Diesel , Automatic",1st
Land Rover Range Rover LWB,https://www.olx.in/item/cars-c84-used-land-rover-range-rover-lwb-in-ashok-vihar-delhi-iid-1836869817?rank=24,Ashok Vihar,"₹ 2,49,00,000","2024 - 12,000 km",https://apollo.olx.in:443/v1/files/57k2ewlt246a1-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Toyota Land Cruiser,https://www.olx.in/item/cars-c84-used-toyota-land-cruiser-in-green-park-delhi-iid-1833290770?rank=25,Green Park,"₹ 2,35,00,000","2025 - 7,000 km",https://apollo.olx.in:443/v1/files/jae8b8prc1551-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Mercedes-Benz S-Class,https://www.olx.in/item/cars-c84-used-mercedes-benz-s-class-in-ambience-island-gurgaon-iid-1836720024?rank=26,Ambience Island,"₹ 1,07,00,000","2023 - 39,000 km",https://apollo.olx.in:443/v1/files/4en1x861mez81-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Porsche CARRERA,https://www.olx.in/item/cars-c84-used-porsche-carrera-in-india-gate-delhi-iid-1835988810?rank=27,India Gate,"₹ 2,29,75,000","2024 - 2,600 km",https://apollo.olx.in:443/v1/files/sw2jo3yjnw5c3-IN/image;s=150x0;q=50;f=webp;,"-- , --",1st
Land Rover Range Rover,https://www.olx.in/item/cars-c84-used-land-rover-range-rover-in-ashok-vihar-delhi-iid-1833649050?rank=28,Ashok Vihar,"₹ 2,65,00,000","2025 - 17,000 km",https://apollo.olx.in:443/v1/files/7ih0zhmuxmhu2-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Rolls-Royce Ghost,https://www.olx.in/item/cars-c84-used-rolls-royce-ghost-in-ambience-island-gurgaon-iid-1824754520?rank=29,Ambience Island,"₹ 1,58,00,000","2010 - 25,000 km",https://apollo.olx.in:443/v1/files/djtrr7x38tny1-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",2nd
Porsche Panamera,https://www.olx.in/item/cars-c84-used-porsche-panamera-in-ambience-island-gurgaon-iid-1824767560?rank=30,Ambience Island,"₹ 99,00,000","2020 - 11,000 km",https://apollo.olx.in:443/v1/files/srflnrk9464w2-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
BMW M2,https://www.olx.in/item/cars-c84-used-bmw-m2-in-ambience-island-gurgaon-iid-1825243896?rank=31,Ambience Island,"₹ 1,05,00,000","2024 - 8,000 km",https://apollo.olx.in:443/v1/files/rdts59jem5ls3-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Lamborghini Huracan,https://www.olx.in/item/cars-c84-used-lamborghini-huracan-in-ambience-island-gurgaon-iid-1831438433?rank=32,Ambience Island,"₹ 2,79,00,000","2018 - 17,000 km",https://apollo.olx.in:443/v1/files/gvzbstnb9wf1-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",2nd
Mercedes-Benz GLE COUPE,https://www.olx.in/item/cars-c84-used-mercedes-benz-gle-coupe-in-ambience-island-gurgaon-iid-1833680398?rank=33,Ambience Island,"₹ 1,05,00,000","2022 - 42,000 km",https://apollo.olx.in:443/v1/files/vstqto5t79401-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Mercedes-Benz S-Class,https://www.olx.in/item/cars-c84-used-mercedes-benz-s-class-in-ambience-island-gurgaon-iid-1833751998?rank=34,Ambience Island,"₹ 1,20,00,000","2022 - 35,000 km",https://apollo.olx.in:443/v1/files/uo8r3ftpqjho3-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
BMW X5,https://www.olx.in/item/cars-c84-used-bmw-x5-in-ambience-island-gurgaon-iid-1835033212?rank=35,Ambience Island,"₹ 90,00,000","2024 - 12,000 km",https://apollo.olx.in:443/v1/files/qeu5l8z40a9r3-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Bentley Flying Spur,https://www.olx.in/item/cars-c84-used-bentley-flying-spur-in-ambience-island-gurgaon-iid-1835110328?rank=36,Ambience Island,"₹ 1,15,00,000","2014 - 20,500 km",https://apollo.olx.in:443/v1/files/p94g6vn6nrgw-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",2nd
Lamborghini Huracan,https://www.olx.in/item/cars-c84-used-lamborghini-huracan-in-ambience-island-gurgaon-iid-1835453280?rank=37,Ambience Island,"₹ 2,25,00,000","2016 - 15,000 km",https://apollo.olx.in:443/v1/files/xudpk6mnsgbr1-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",2nd
Porsche Cayenne,https://www.olx.in/item/cars-c84-used-porsche-cayenne-in-ambience-island-gurgaon-iid-1836159174?rank=38,Ambience Island,"₹ 89,00,000","2020 - 62,000 km",https://apollo.olx.in:443/v1/files/ztkjzf7zaw952-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
BMW X3 M40i,https://www.olx.in/item/cars-c84-used-bmw-x3-m40i-in-ambience-island-gurgaon-iid-1835782439?rank=39,Ambience Island,"₹ 85,00,000","2021 - 27,000 km",https://apollo.olx.in:443/v1/files/0y5q774s1u5k3-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",2nd
Mercedes-Benz AMG E63,https://www.olx.in/item/cars-c84-used-mercedes-benz-amg-e63-in-ambience-island-gurgaon-iid-1836257224?rank=0,Ambience Island,"₹ 85,00,000","2018 - 45,000 km",https://apollo.olx.in:443/v1/files/s5i0eej733l21-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",2nd
BMW Z4,https://www.olx.in/item/cars-c84-used-bmw-z4-in-saket-delhi-iid-1836682062?rank=1,Saket,"₹ 91,00,000","2024 - 3,150 km",https://apollo.olx.in:443/v1/files/xtkrdaw56mvf-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
BMW Z4,https://www.olx.in/item/cars-c84-used-bmw-z4-in-ambience-island-gurgaon-iid-1836698738?rank=2,Ambience Island,"₹ 89,00,000","2024 - 4,000 km",https://apollo.olx.in:443/v1/files/enkp60o732qh3-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Mercedes-Benz S-Class,https://www.olx.in/item/cars-c84-used-mercedes-benz-s-class-in-greater-kailash-delhi-iid-1835391442?rank=3,Greater Kailash,"₹ 95,00,000","2021 - 37,000 km",https://apollo.olx.in:443/v1/files/sum25zkjv4131-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Mercedes-Benz GLE,https://www.olx.in/item/cars-c84-used-mercedes-benz-gle-in-lodhi-garden-delhi-iid-1834392376?rank=4,Lodhi Garden,"₹ 1,03,00,000","2025 - 13,000 km",https://apollo.olx.in:443/v1/files/oo6vbo08o6co1-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Mercedes-Benz GLS,https://www.olx.in/item/cars-c84-used-mercedes-benz-gls-in-dlf-city-phase-2-gurgaon-iid-1836454813?rank=5,DLF City Phase 2,"₹ 85,90,000","2022 - 59,000 km",https://apollo.olx.in:443/v1/files/kl8xv5ozptoj-IN/image;s=150x0;q=50;f=webp;,"Diesel , Automatic",2nd
Land Rover Defender,https://www.olx.in/item/cars-c84-used-land-rover-defender-in-iffco-chowk-gurgaon-iid-1836911091?rank=6,IFFCO Chowk,"₹ 1,05,00,000","2024 - 39,000 km",https://apollo.olx.in:443/v1/files/nc05h32o6u46-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Mercedes-Benz Maybach S-Class,https://www.olx.in/item/cars-c84-used-mercedes-benz-maybach-s-class-in-vasant-kunj-delhi-iid-1823306505?rank=7,Vasant Kunj,"₹ 2,50,00,000","2025 - 10,650 km",https://apollo.olx.in:443/v1/files/q5uxaa49l8ml1-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
BMW Z4,https://www.olx.in/item/cars-c84-used-bmw-z4-in-rajokri-delhi-iid-1805219828?rank=8,Rajokri,"₹ 91,50,000","2025 - 11,000 km",https://apollo.olx.in:443/v1/files/91ajk93l1u7y-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Mercedes-Benz GLS,https://www.olx.in/item/cars-c84-used-mercedes-benz-gls-in-mg-road-gurgaon-iid-1835544686?rank=9,MG Road,"₹ 95,00,000","2022 - 33,650 km",https://apollo.olx.in:443/v1/files/76qcc2bq03bo1-IN/image;s=150x0;q=50;f=webp;,"Petrol , --",2nd
BMW M2,https://www.olx.in/item/cars-c84-used-bmw-m2-in-dlf-city-phase-2-gurgaon-iid-1832854955?rank=10,DLF City Phase 2,"₹ 1,05,00,000","2024 - 8,800 km",https://apollo.olx.in:443/v1/files/didpg54492x9-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Mercedes-Benz GLS,https://www.olx.in/item/cars-c84-used-mercedes-benz-gls-in-lajpat-nagar-1-delhi-iid-1835724347?rank=11,Lajpat Nagar 1,"₹ 1,19,00,000","2025 - 16,000 km",https://apollo.olx.in:443/v1/files/zypwxpbmqz36-IN/image;s=150x0;q=50;f=webp;,"Diesel , Automatic",1st
Toyota Land Cruiser,https://www.olx.in/item/cars-c84-used-toyota-land-cruiser-in-chirag-delhi-delhi-iid-1835914951?rank=12,Chirag Delhi,"₹ 2,60,00,000",2026 - 10 km,https://apollo.olx.in:443/v1/files/6pg91a90l7uq1-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Mercedes-Benz G Class,https://www.olx.in/item/cars-c84-used-mercedes-benz-g-class-in-vasant-kunj-delhi-iid-1836477898?rank=13,Vasant Kunj,"₹ 2,75,00,000","2024 - 11,300 km",https://apollo.olx.in:443/v1/files/ul705tisf3zi-IN/image;s=150x0;q=50;f=webp;,"Diesel , --",1st
Mercedes-Benz S-Class,https://www.olx.in/item/cars-c84-used-mercedes-benz-s-class-in-greater-kailash-delhi-iid-1836100822?rank=14,Greater Kailash,"₹ 1,01,00,000","2022 - 45,000 km",https://apollo.olx.in:443/v1/files/b15fsh2coxvd3-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Land Rover Defender,https://www.olx.in/item/cars-c84-used-land-rover-defender-in-vasant-kunj-delhi-iid-1834797582?rank=15,Vasant Kunj,"₹ 1,35,00,000",2026 - 80 km,https://apollo.olx.in:443/v1/files/1uf7ckrl98tf2-IN/image;s=150x0;q=50;f=webp;,"Petrol , --",--
Mercedes-Benz S-Class,https://www.olx.in/item/cars-c84-used-mercedes-benz-s-class-in-vasant-kunj-delhi-iid-1835524114?rank=16,Vasant Kunj,"₹ 1,25,00,000","2024 - 17,000 km",https://apollo.olx.in:443/v1/files/93s7mvazwud83-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Porsche 718,https://www.olx.in/item/cars-c84-used-porsche-718-in-ashok-vihar-delhi-iid-1836284304?rank=17,Ashok Vihar,"₹ 1,09,00,000","2021 - 7,500 km",https://apollo.olx.in:443/v1/files/xtttku9c29an2-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Land Rover Defender,https://www.olx.in/item/cars-c84-used-land-rover-defender-in-ashok-vihar-delhi-iid-1836803273?rank=18,Ashok Vihar,"₹ 1,23,00,000","2025 - 7,000 km",https://apollo.olx.in:443/v1/files/b1gwdhltgsfo-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Toyota Land Cruiser,https://www.olx.in/item/cars-c84-used-toyota-land-cruiser-in-defence-colony-delhi-iid-1836802675?rank=19,Defence Colony,"₹ 2,10,00,000","2023 - 15,000 km",https://apollo.olx.in:443/v1/files/e1zlo67j983q3-IN/image;s=150x0;q=50;f=webp;,"Diesel , Automatic",1st
Mercedes-Benz GLE,https://www.olx.in/item/cars-c84-used-mercedes-benz-gle-in-lajpat-nagar-1-delhi-iid-1835705254?rank=20,Lajpat Nagar 1,"₹ 81,00,000","2023 - 19,000 km",https://apollo.olx.in:443/v1/files/8h1wejn7r6aq3-IN/image;s=150x0;q=50;f=webp;,"Diesel , Automatic",1st
Land Rover Defender,https://www.olx.in/item/cars-c84-used-land-rover-defender-in-south-extension-delhi-iid-1833858611?rank=21,South Extension,"₹ 1,10,00,000","2024 - 20,600 km",https://apollo.olx.in:443/v1/files/zuyelvndqqae2-IN/image;s=150x0;q=50;f=webp;,"Petrol , --",1st
BMW X5,https://www.olx.in/item/cars-c84-used-bmw-x5-in-saket-delhi-iid-1833858372?rank=22,Saket,"₹ 91,00,000","2024 - 7,600 km",https://apollo.olx.in:443/v1/files/nm7oift2tdqj2-IN/image;s=150x0;q=50;f=webp;,"Petrol , --",1st
Toyota Land Cruiser,https://www.olx.in/item/cars-c84-used-toyota-land-cruiser-in-karol-bagh-delhi-iid-1836800249?rank=23,Karol Bagh,"₹ 2,09,00,000","2023 - 15,000 km",https://apollo.olx.in:443/v1/files/59u8x5n3g65c-IN/image;s=150x0;q=50;f=webp;,"Diesel , Automatic",1st
Porsche Cayenne,https://www.olx.in/item/cars-c84-used-porsche-cayenne-in-saket-delhi-iid-1834045654?rank=24,Saket,"₹ 99,00,000","2022 - 42,939 km",https://apollo.olx.in:443/v1/files/acbxkvwxz6ky-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",2nd
Toyota Land Cruiser,https://www.olx.in/item/cars-c84-used-toyota-land-cruiser-in-vasant-kunj-delhi-iid-1820391825?rank=25,Vasant Kunj,"₹ 2,32,00,000","2024 - 16,000 km",https://apollo.olx.in:443/v1/files/7dicsw95287q1-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Toyota Land Cruiser,https://www.olx.in/item/cars-c84-used-toyota-land-cruiser-in-karol-bagh-delhi-iid-1823213101?rank=26,Karol Bagh,"₹ 2,32,00,000","2024 - 16,000 km",https://apollo.olx.in:443/v1/files/44uxeftbrzrk3-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Porsche CARRERA,https://www.olx.in/item/cars-c84-used-porsche-carrera-in-india-gate-delhi-iid-1818280889?rank=27,India Gate,"₹ 2,29,75,000","2024 - 2,000 km",https://apollo.olx.in:443/v1/files/yt73rw24k0an-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Toyota Land Cruiser,https://www.olx.in/item/cars-c84-used-toyota-land-cruiser-in-ashok-vihar-delhi-iid-1836799879?rank=28,Ashok Vihar,"₹ 2,10,00,000","2023 - 15,000 km",https://apollo.olx.in:443/v1/files/jeuoxxzbku3p-IN/image;s=150x0;q=50;f=webp;,"Diesel , Automatic",1st
BMW X7,https://www.olx.in/item/cars-c84-used-bmw-x7-in-saket-delhi-iid-1836798329?rank=29,Saket,"₹ 92,00,000","2023 - 39,387 km",https://apollo.olx.in:443/v1/files/lw1q2vioy7ky-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Mercedes-Benz GLS,https://www.olx.in/item/cars-c84-used-mercedes-benz-gls-in-saket-delhi-iid-1834043663?rank=30,Saket,"₹ 1,22,00,000","2024 - 12,500 km",https://apollo.olx.in:443/v1/files/nhzzlqt6jyfv3-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Mercedes-Benz EQE SUV,https://www.olx.in/item/cars-c84-used-mercedes-benz-eqe-suv-in-saket-delhi-iid-1834043216?rank=31,Saket,"₹ 90,00,000","2024 - 7,554 km",https://apollo.olx.in:443/v1/files/mfxsfc2uc17j1-IN/image;s=150x0;q=50;f=webp;,"Electric , Automatic",1st
Mercedes-Benz CLE cabriolet,https://www.olx.in/item/cars-c84-used-mercedes-benz-cle-cabriolet-in-dlf-city-gurgaon-iid-1831240642?rank=32,DLF City,"₹ 1,04,00,000","2025 - 1,500 km",https://apollo.olx.in:443/v1/files/zxvevcqiqyni1-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Land Rover Range Rover,https://www.olx.in/item/cars-c84-used-land-rover-range-rover-in-lajpat-nagar-1-delhi-iid-1835890621?rank=33,Lajpat Nagar 1,"₹ 2,35,75,000","2024 - 12,000 km",https://apollo.olx.in:443/v1/files/03bk6aihp84n3-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Mercedes-Benz GLS,https://www.olx.in/item/cars-c84-used-mercedes-benz-gls-in-south-extension-delhi-iid-1834595787?rank=34,South Extension,"₹ 1,19,00,000","2025 - 15,000 km",https://apollo.olx.in:443/v1/files/cusyl50hwj6c-IN/image;s=150x0;q=50;f=webp;,"Diesel , Automatic",1st
Porsche Cayenne Coupe,https://www.olx.in/item/cars-c84-used-porsche-cayenne-coupe-in-greater-kailash-1-delhi-iid-1818185826?rank=35,Greater Kailash 1,"₹ 1,32,00,000","2023 - 11,000 km",https://apollo.olx.in:443/v1/files/6j2sly00rvif1-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Toyota Land Cruiser,https://www.olx.in/item/cars-c84-used-toyota-land-cruiser-in-vasant-kunj-delhi-iid-1818181877?rank=36,Vasant Kunj,"₹ 2,25,00,000","2023 - 11,000 km",https://apollo.olx.in:443/v1/files/zziyhuzodvwr-IN/image;s=150x0;q=50;f=webp;,"Diesel , Automatic",1st
Mercedes-Benz S-Class,https://www.olx.in/item/cars-c84-used-mercedes-benz-s-class-in-chanakyapuri-delhi-iid-1836988142?rank=37,Chanakyapuri,"₹ 86,00,000","2021 - 25,000 km",https://apollo.olx.in:443/v1/files/3fhnyrrhm5591-IN/image;s=150x0;q=50;f=webp;,"Diesel , Automatic",1st
Mercedes-Benz EQE SUV,https://www.olx.in/item/cars-c84-used-mercedes-benz-eqe-suv-in-saket-delhi-iid-1834038969?rank=38,Saket,"₹ 90,00,000","2025 - 8,500 km",https://apollo.olx.in:443/v1/files/wk4783ugvwnn1-IN/image;s=150x0;q=50;f=webp;,"Electric , Automatic",1st
Mercedes-Benz EQE SUV,https://www.olx.in/item/cars-c84-used-mercedes-benz-eqe-suv-in-saket-delhi-iid-1834038109?rank=39,Saket,"₹ 85,00,000","2023 - 16,778 km",https://apollo.olx.in:443/v1/files/w08z9z65zznt2-IN/image;s=150x0;q=50;f=webp;,"Electric , Automatic",1st
Rolls-Royce Ghost,https://www.olx.in/item/cars-c84-used-rolls-royce-ghost-in-vasant-vihar-delhi-iid-1822845443?rank=0,Vasant Vihar,"₹ 1,55,00,000","2010 - 25,000 km",https://apollo.olx.in:443/v1/files/ph2x7hq48to63-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",2nd
BMW IX,https://www.olx.in/item/cars-c84-used-bmw-ix-in-saket-delhi-iid-1834036990?rank=1,Saket,"₹ 89,00,000","2024 - 19,864 km",https://apollo.olx.in:443/v1/files/v8duzswtim433-IN/image;s=150x0;q=50;f=webp;,"Electric , Automatic",1st
BMW IX,https://www.olx.in/item/cars-c84-used-bmw-ix-in-saket-delhi-iid-1834036444?rank=2,Saket,"₹ 92,00,000","2024 - 4,002 km",https://apollo.olx.in:443/v1/files/6s7f0oa52hgc2-IN/image;s=150x0;q=50;f=webp;,"Electric , Automatic",1st
Mercedes-Benz GLS,https://www.olx.in/item/cars-c84-used-mercedes-benz-gls-in-south-extension-delhi-iid-1836450012?rank=3,South Extension,"₹ 85,75,000","2022 - 55,000 km",https://apollo.olx.in:443/v1/files/7k310dvr17ay1-IN/image;s=150x0;q=50;f=webp;,"Diesel , Automatic",2nd
Toyota Land Cruiser,https://www.olx.in/item/cars-c84-used-toyota-land-cruiser-in-karol-bagh-delhi-iid-1828323654?rank=4,Karol Bagh,"₹ 1,25,00,000","2018 - 135,000 km",https://apollo.olx.in:443/v1/files/wemosjvdhkp33-IN/image;s=150x0;q=50;f=webp;,"Diesel , --",1st
Land Rover Defender,https://www.olx.in/item/cars-c84-used-land-rover-defender-in-saket-delhi-iid-1835254978?rank=5,Saket,"₹ 98,00,000","2023 - 34,000 km",https://apollo.olx.in:443/v1/files/eujlrjqy7v7r2-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Mercedes-Benz GLE,https://www.olx.in/item/cars-c84-used-mercedes-benz-gle-in-dlf-city-phase-2-gurgaon-iid-1833066904?rank=6,DLF City Phase 2,"₹ 87,00,000","2024 - 9,000 km",https://apollo.olx.in:443/v1/files/ikt9df1d6yrh2-IN/image;s=150x0;q=50;f=webp;,"Diesel , Automatic",1st
Maserati Quattroporte,https://www.olx.in/item/cars-c84-used-maserati-quattroporte-in-new-moti-bagh-delhi-iid-1835423853?rank=7,New Moti Bagh,"₹ 1,21,00,000","2023 - 5,600 km",https://apollo.olx.in:443/v1/files/en6y7h91ey0p-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Mercedes-Benz CLE cabriolet,https://www.olx.in/item/cars-c84-used-mercedes-benz-cle-cabriolet-in-vasant-vihar-delhi-iid-1827606447?rank=8,Vasant Vihar,"₹ 1,05,00,000","2024 - 22,300 km",https://apollo.olx.in:443/v1/files/o6fvwhes6agr2-IN/image;s=150x0;q=50;f=webp;,"Petrol , --",1st
Toyota Land Cruiser,https://www.olx.in/item/cars-c84-used-toyota-land-cruiser-in-ashok-vihar-delhi-iid-1831512333?rank=9,Ashok Vihar,"₹ 98,00,000","2017 - 147,000 km",https://apollo.olx.in:443/v1/files/sf515vik2xvf3-IN/image;s=150x0;q=50;f=webp;,"Diesel , Automatic",1st
Porsche Cayenne Coupe,https://www.olx.in/item/cars-c84-used-porsche-cayenne-coupe-in-ashok-vihar-delhi-iid-1831504356?rank=10,Ashok Vihar,"₹ 1,29,90,000","2024 - 14,200 km",https://apollo.olx.in:443/v1/files/vriltee0rps5-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
Porsche Cayenne Coupe,https://www.olx.in/item/cars-c84-used-porsche-cayenne-coupe-in-chattarpur-delhi-iid-1831503997?rank=11,Chattarpur,"₹ 1,30,00,000","2024 - 14,000 km",https://apollo.olx.in:443/v1/files/fyzm8v6qolrc1-IN/image;s=150x0;q=50;f=webp;,"Petrol , Automatic",1st
